Name,Category,State,City,Address
Urja Burns Center,0,Gujarat,Vadodara,"Ami Sadan, Pratap Road, Opposite Maharashtra Lodge, Dandia Bazar"
Vakade Centre For Dental Excellence,0,Gujarat,Vadodara,"Nr,. Government, Press, Kothi"
Vardhaman Urology and Lithotripsy Centre ( A Unit Of Vardhaman Medical Centre),0,Gujarat,Vadodara,"B/H. Sarjan Complex, Nr. Anyonya Bank, Pratap Road, Dandia Bazar"
Vatsal Clinic,0,Gujarat,Vadodara,"1St Floor, Shrinivas Chamber, Lakdipool, Dandia Bazar"
Aastha Children Icu,0,Gujarat,Vadodara,"1,Panchvati,N.H No-08,Nizampura"
Amit Orthopaedic Hosptial,0,Gujarat,Vadodara,"E/13, Natasha Park-1, Nr. Chhani Jakat Naka"
Anjali Memorial Hospital,0,Gujarat,Vadodara,"1-A,Biren Apartments, Above Punjab National Bank Frhgunj"
Ankur Children Hospital,0,Gujarat,Vadodara,"Hare Ram Complex, Chhani Jakat Naka"
Anuja Surgical Hospital,0,Gujarat,Vadodara,"Firdos, Fatehgunj Char Rasta"
Arpan Surgical Hospital,0,Gujarat,Vadodara,"No. 127, Arpan Complex,Nr. Hanumanji Temple,Delux Cross Road,Nizampura"
Ashish Hospital,0,Gujarat,Vadodara,"Near Delux, Nizampura"
Baroda Ent Care Centre,0,Gujarat,Vadodara,"13A,Parmeshwar Park(OppositeSwaminarayan Nagar)"
Bhavesh Patel Hospital,0,Gujarat,Vadodara,"5-B,Indraprasth-B,Op.Swaminarayan Nagar,Nizampura"
Bhuva Fracture and Ortho[Aedic Clinic,0,Gujarat,Vadodara,"A-1,Shree Synbiotics Ind.Co.Op.Ho.So.Ltd., OppositeJal Jyoti Appartment, New Sama Road, Chhani Jakat Naka"
Dipti Eye Hospital,0,Gujarat,Vadodara,"11, Ajay Colony Nr Kala Kendra Farshan, Nizampura"
Divya Maternity Home,0,Gujarat,Vadodara,"A-18&23, Gulabvatika, Nr. Tube Company, Old Padra Road"
Dr Nutan Shahs Eye Hospital andAdvanced Phaco Ceentre,0,Gujarat,Vadodara,"1, Devdeep Complex, Delux Cross,Nizampura, OppositeTashkend Society"
Dr. Bhavesh Patel`S Hospital,0,Gujarat,Vadodara,"5-B, Indraprasth Complex, 1St Floor, Nizampura, Opposite Swaminarayan Nagar"
Dr. Kumars Clinic,0,Gujarat,Vadodara,"1St Floor, Sahyog Complex, Nr Delux Char Rasta, Nizampura"
Global Baroda Hospital,0,Gujarat,Vadodara,Nalini House
Gunjan Hospital And Icu Unit,0,Gujarat,Vadodara,"B-27/349,A/F2 Indra Prasth Complex, Opp Swaminarayan Nagar, Nizampura"
Indraprasth Medicare Unit,0,Gujarat,Vadodara,"Indraprasth Complex Opp Swaminarayan, Above Tvs Shiwroom ,Nizampura"
Kalpana Hospital,0,Gujarat,Vadodara,"41, Tapovan Society, Opposite Ghelani Petrol Pump, Nizampura"
Kamubala Poly Clinic,0,Gujarat,Vadodara,"53-B,Defence Coloony,Opp Girdhar Krupan Complex"
Krishna Nursing Home,0,Gujarat,Vadodara,"4-D, Tashkand Society, Near Delux Bus Stand, Nizampura"
Misha Maternity Home,0,Gujarat,Vadodara,"The Emperor, 1St Floor, Fatehgunj"
Modi Clinic,0,Gujarat,Vadodara,"Nizampura Main Road, Next To Jay Complex"
Narhari Hospital,0,Gujarat,Vadodara,"University Road, Fatehgunj,Near Sayaji Garoaden"
Noble Nursing Home,0,Gujarat,Vadodara,"1St Floor,""A"" Tower, Surya Flat, Chhani Road, Opposite Swaminarayan Nagar, Nizampura"
Omkar Orthopaedic Hospital and Ilizarov Centre,0,Gujarat,Vadodara,"""Krishnaiila"" Opposite Mangalya Park Society, Harni-Varasia Ring Road"
Padma Maternity Hospital,0,Gujarat,Vadodara,"2, 3, 4, Samrudhi Resi Com Plaza, Next To Makarpura Bus Depot, Makarpura"
Parita Nursing Home,0,Gujarat,Vadodara,"1St Floor, Naitik Chambers, Opposite Dex Plaza, Nr. Zaver Nagar, Waghodia Road"
Parshwa Dental Clinic,0,Gujarat,Vadodara,"31,Delux Bus Stand,Nr Jain Temple ,Nizampura"
S.S.R. General Hospital,0,Gujarat,Vadodara,",Munimahuda"
San - Dip Nursing Home,0,Gujarat,Vadodara,"1, Delux Society,Opposite Jain Derasar, Nizampura"
Sandeep Nursing Home,0,Gujarat,Vadodara,"1St Floor, Arpan Complex, Nizampura"
Sanjiv Hospital,0,Gujarat,Vadodara,B-27/256 Opp Rly Station Near Central St Depot
Sanjiv Hospital Padmashri Dr..V.C.Patel - Vadodara,0,Gujarat,Vadodara,OppositeRailway Station .Near Central S.T.Bus Depot
Shree Narhari Arogya Kendra,0,Gujarat,Vadodara,"Narayan Bhavan Fatehgunj,  Fatehgunj"
Shri Narhari Arogya Kendra Hospital,0,Gujarat,Vadodara,Narayan Bhavan Fatehganj
Siddharth Hospital,0,Gujarat,Vadodara,B/H Kalyan Hotel
Sneh Children Hospital and Maternity Home,0,Gujarat,Vadodara,"A/4, Gyankunj Society, Abhilasha Crossing, New Sama Road"
Vraj Hospital Pvt. Ltd,0,Gujarat,Vadodara,"# 110,1St Floor, Yakshshree Complex, Chhani Jakat Naka"
Vrund Clinic,0,Gujarat,Vadodara,Vip Road Nr Jay Ambe Vidhyalay Karelibaug
Bhailal Amin General Hospital,0,Gujarat,Vadodara,Gorwa Bhailal Amin Marg
A X I Hospital and Glaucoma Center,0,Gujarat,Vadodara,Arihant Super Market Near Lalbaug
Aashirvad Paediatric Critical Care Centre,0,Gujarat,Vadodara,"209,Silver Coin Complex,Opp Bhavanas Scholl"
Aditya Surgical Hospital,0,Gujarat,Vadodara,"1St Floor,Shanti Chambers,Near Geeta Mandir,Pratap Nagar Road"
Ankur Maternity Hospital,0,Gujarat,Vadodara,"Sarang Duplex ,Opp Nandigram -2, Near Vmc Ward-4, Sindhwai Mata Road"
Anugrah Hospital,0,Gujarat,Vadodara,"1,Shivamnagar, Nr. Pranav Society, Manjalpur"
Dr. Talati Maternity Fertility Sonography Endoscop,0,Gujarat,Vadodara,"6/7 Chandrakal Tower, B/H Aangan Tower, Manjalpur"
Shree Krishna Surgical Hospital,0,Gujarat,Vadodara,"Tejal Aprtment, Opp: Geeta Mandir Pratap Nagar Road"
Yogini Vasanidevi Arogya Mandir,0,Gujarat,Vadodara,"Geeta Mandir , 8 Goyagate Society Near: Pratap Nagar Rly Crossing"
Aayush Children Hospital,0,Gujarat,Vadodara,Kalind Complex Near Amit Nagar Vip Main Road
Akshar Orhopedic Hospital - Vadodara,0,Gujarat,Vadodara,"X - 2, Earth Complex, Akshar Chowk, Old Padra Road, Near Hero Honda Showroom"
Anuj Children Hospital,0,Gujarat,Vadodara,"Opp Rajdhani Soc,Warshia Ring Road"
Ashaktashram Hospitl,0,Gujarat,Vadodara,"39/40,Sahajanand Co-Op Hsg Complex,Harni Road"
Baroda Intensive Care Unit,0,Gujarat,Vadodara,"D-187-189, Dajinagar Society, 3Rd Flr, Above Kalvati Hospital Harni Warasia"
Batra Hospital,0,Gujarat,Vadodara,"112-116, Chaturbhai Dark, Sangam Warasia Ring Road"
Kalawati Hospital,0,Gujarat,Vadodara,"D-187, 188, 189, Daji Nagar, Co-Op Hous. Soc, Harni Warasiya Ring Road"
Madhuram Hospital,0,Gujarat,Vadodara,"A-52.Dajinagar Sre, Ring Road"
Meridian Hospital,0,Gujarat,Vadodara,"Diwalipura, Off Old Padra Road"
Navjivan Hospital,0,Gujarat,Vadodara,"D - 64, Motonagar Society, Varasiya - Kisanwadi Ring Road"
Neeta Maternity and Gynaec Hospital,0,Gujarat,Vadodara,"C - 3, Dayal Nagar, Near Kalavati Hospital, Warasia Ring Road"
Nisarg Orthopaedic and Maternity Hospital,0,Gujarat,Vadodara,"B-1, Panchsheel, Near Zavernagar Society< Harni Varasiya Ring Road"
Premdas Jalaram Hospital,0,Gujarat,Vadodara,"B/H, R.T.O., Premdasnagar,S. K. Colony"
Raj Kidacare and Neonatal Care,0,Gujarat,Vadodara,"Ajanta Apartment,1St Floor.R.T.O Road"
Sameep Children Hospital,0,Gujarat,Vadodara,"Chaturvedi Park,Opp Rajdhani Society,Harni-Varasia Ring Road"
Shail Clinic,0,Gujarat,Vadodara,"Chaturbhai Park, Warasiya Ring Road"
Shree Ji Hospital,0,Gujarat,Vadodara,B/H Sangam Bus Stop Harni Road
Shree Vijay Vallabh Sarvajanik Hospital,0,Gujarat,Vadodara,"Shree Vijay Vallabh Marg, Chhipwad"
Shri Jalaram Hospital,0,Gujarat,Vadodara,"B/H. R.T. O., Swami Premdas Nagar, S.K. Colony"
Aadhar Hospital,0,Gujarat,Vadodara,"Near Kashi Vishweshwar Temple, Jetalpur Char Rasta, Alkapuri"
Aadit Nursing Home,0,Gujarat,Vadodara,"2, Santoor Park, B/H Mother`S School, Makrand Desai Road, Gotri Road"
Aakash Clinic,0,Gujarat,Vadodara,"2, Ratnam Apartment, Sampatrao Colony, Opp Neptune Towers, Productivity Road"
Aashray Uro-Andrology Clinic,0,Gujarat,Vadodara,"103, Mangal Ashish, 31, Sampatrao Colony, Alkapuri"
Adarsh General Hospital,0,Gujarat,Vadodara,Race Course Circle
Advanced Eye Care Clinic,0,Gujarat,Vadodara,Sf-17 Shivalay Complex Opposite Petrol Pump Vasna Road
Aesthetique Centre For Plastic and Cosmetic Surgery,0,Gujarat,Vadodara,"2Nd Floor, Corrum, Next To Only Parathas, Jetalpur Road, Alkapuri"
Ami Surgical Hospital,0,Gujarat,Vadodara,"51, Sampatrao Colony,Rc Dutt Road,Alkapuri"
Amruta Hospital,0,Gujarat,Vadodara,"227, Gajanan Complex, Opp Tube Company, Old Padra Rd"
Ananyaa Children Hospital,0,Gujarat,Vadodara,"59, Sampatrao Colony, R C Dutt Road, Alkapuri"
Anusha Hospital,0,Gujarat,Vadodara,"No. 14/15, Race Course Park Society,Near Natubhaj Centre,Gotri Road"
Astha Children Hospital,0,Gujarat,Vadodara,"B-12,New Narayannagar Society.Makrand Desi Road,Syed Vasava Road"
Aum Advanced Orthopaedic Clinic,0,Gujarat,Vadodara,OppositeHotel Royel Alkapuri
Aum Sai Retina Care Centre,0,Gujarat,Vadodara,"Gorund Floor, Kashi Vishveshwar Tower-5, Behind Swagat Restaurant, Jetalpur Road"
Avdhoot Neurosurgical Hospital,0,Gujarat,Vadodara,"1/A,Ranjan Society,Near Suvarna Puri Society"
Baroda Children Eye Care And Squint Clinic,0,Gujarat,Vadodara,"1St Floor, Sunrise Apt., Behind  Central, Nutan Bharat Society,Alkapuri"
Baroda Heart Institute And Research Centre,0,Gujarat,Vadodara,"44,Haribhakti Colony,Old Padra Road, Behind Telephone Exchange, Race Course Circle"
Bina Clinic Eye Care Centre,0,Gujarat,Vadodara,"11/B, Sampatrao Colony, R C Dutt Alkapuri"
Centre For Knee Surgery,0,Gujarat,Vadodara,"101/103, Akash Ganga Complex Above Pizza Hut, Race Course"
Desai Eye Institute and Research Centre,0,Gujarat,Vadodara,"1 Manhar Park,High Tension Road,Nr. Jain Derasar, Subhanpura"
Dev Hospital And Iccu - Vadodara,0,Gujarat,Vadodara,"S-9 To 15, Dev Commercial Nr Race Cource Circle/Natubhai Centre Gotri Road"
"Dr M C Jain, Jain Eye Associates",0,Gujarat,Vadodara,"Productivity House, 1St Floor, Productivity Road, Alkapuri"
Dr. Bhardwaj Desai Hsopital,0,Gujarat,Vadodara,"35, Sampat Rao Colony, Nr.Royal Hotel R.C.Dutt Road"
Dr. Kadam Eye Hospital 7 Institute,0,Gujarat,Vadodara,"8,Urmi Society.Productivity Road,Akota"
Dr. M.C. Jain Eye Clinic,0,Gujarat,Vadodara,"Productivity House, 1St Floor, Productivity Road, Alkapuri"
Hi-Tech Eye Surgery Clinic,0,Gujarat,Vadodara,"229,Siddarth Complex,R.C Dutt Road,Alkapuri"
I Care Hospital and Phaco Center,0,Gujarat,Vadodara,"Above: Paramount Ct Scan Centre Behind: Natubhai Centre, Race Course - Gotri Road"
Kala Laser and Cosmetic Surgery Centre,0,Gujarat,Vadodara,"Gorund Floor, Ami Apartment-I, Lane Opposite Yes Bank,Race Course Circle"
Kalyan Poly Clinic,0,Gujarat,Vadodara,"101-102, Shree Hari Complex B/H Express Hotel, Alkapuri"
Kashvi Digestive Centre - Vadodara,0,Gujarat,Vadodara,"35, Samapatrav Colonyfirst Floor Alkapuri"
Kesha Hospital,0,Gujarat,Vadodara,"# 30-B, Vishwas Colony,B/H Alkapuri Shopping Centre,Alkapuri"
M.M Chokshi Medical Centre,0,Gujarat,Vadodara,"15,I.O.C Society,B/H Avishkar Complex,Old Parda Road"
Maitri Hospital,0,Gujarat,Vadodara,"Labh Complex, ,Nr.New India Mill,Jatalpur Road"
Matru Hospital,0,Gujarat,Vadodara,Matruchaya Maternity Home
Naramaya Hospital,0,Gujarat,Vadodara,
Navjeevan Nursing Home,0,Gujarat,Vadodara,"1, Devkinandan Flats, 29, Anand Nagar Society, Productivity Road, Nr. Mahadev Mandir"
Neurology Hospital,0,Gujarat,Vadodara,"Prakruti Tower,Opposite Inox , Race Course"
New Vision Laser Centers,0,Gujarat,Vadodara,"303, Siddharth Complex, R.C. Dutt Road, Alkapuri"
Rahul Children Hospital,0,Gujarat,Vadodara,Subhanpua Road
Rituma Clinic,0,Gujarat,Vadodara,Gf 3 Mangalkiran Apts
Rushikesh Maternity Hospital,0,Gujarat,Vadodara,"Anjana Park, Opposite Vidhyavihar School, Subhanpura"
Sankalp Eye Hospital and Retina Centre,0,Gujarat,Vadodara,"First Floor,""Samir-2"" Apartment Chikuwadi Corner,Jetalpur Main Road"
Sankalp Retina Clinic and Laser Centre,0,Gujarat,Vadodara,"Race Course Medical Centre,Race Course Tower,Rece Course"
Shirali Hospital,0,Gujarat,Vadodara,"First Floor,Dev Commercial Centre,Next To New Alka Restaurent,Near Nathubhai Centre"
Siddhi Vinayak Hospital,0,Gujarat,Vadodara,"101/103 Akash Ganga Complex, Near Vanijya Bhavan , Race Course Circle"
Sterling Addlife India Limited,0,Gujarat,Vadodara,Race Cource Circle ( West )
Sunderam Hospital,0,Gujarat,Vadodara,"9, Anand Society, B/H. Express Hotel, R.C.Dutt Road"
Surveen Children Hospital,0,Gujarat,Vadodara,"Kasar Faliya, Opp:Govt .Press, Kothi, -1"
Synergy Hospital,0,Gujarat,Vadodara,"210/2/30Suryadeep Complex, Nr Rupam Cinema Harni Road"
Uro - Care Hospital - Vadodara,0,Gujarat,Vadodara,"Sainath Marg, Near Vrajwadi Apartment"
Vandana Hospital,0,Gujarat,Vadodara,"6/A, Sri Ram Society, B/H Dev Commercial Complex, Near Natu Bai Circile"
Vision Plus Lasik Laser Center,0,Gujarat,Vadodara,"18-Vishwas Colony,OppositeAlkapuri Shopping Centre,Alkapuri"
Aashirvad Women's and Childrens Hospital P. Ltd.,0,Gujarat,Vadodara,"D/2 Sarang Duplex Sindhvhai Mata Road,Nr.Ward No.4 Pratapnagar"
"Aatmiya Hospital,Centre For Trauma and Spine",0,Gujarat,Vadodara,"Silver Coin,Bhavan Teen Rasta"
Anukriti Hospital and I.C.U,0,Gujarat,Vadodara,"No. A/143-144, Aum Nagar,Sussen Tarsali Road,Near Ganga Sagar,Tarsali"
Bharaney Hospital,0,Gujarat,Vadodara,"Madhavbaug Shopping Centre,Makarpura Road"
Desai Urological and Maternity Hospital,0,Gujarat,Vadodara,"2Nd & 3Rd Floor, Abhinav Complex, Kamal Kunj Society , Delux , Nizampura"
Dhanvantri E.N.T Hospital,0,Gujarat,Vadodara,"2Nd Floor, Nivedanam Complex,Soma Talaw Cross Road,Dabhoi Ring Road"
Dr Raman Handa Eye Hospital,0,Gujarat,Vadodara,B-5 Yogeshwar Park Society Markapura Road
Dr. Handas Eye Hospital,0,Gujarat,Vadodara,"B-5, Yogeshwar Park Society, Makarpura Road, Nr. Bhawans School"
Dr. Mukund G.Shah,0,Gujarat,Vadodara,"Palace Plaza,Lalbaug Road"
Gupta Hospital,0,Gujarat,Vadodara,"1St Floor, 5-201,5-202,Kabir Shopping Centre,Kabir Complex,Makarpura Road"
Jay Hospital,0,Gujarat,Vadodara,B-2/11 G I D C Colony Makarpura
Om Eye Clinic,0,Gujarat,Vadodara,"101,Sahajanand Apts,Beside Petrol Pump"
Sardar Patel Hospital - Vadodara,0,Gujarat,Vadodara,"Opposite S. R. P. Ground , Nerar Petrol Pump"
Satya Hospital,0,Gujarat,Vadodara,"S1/102,Nandan Van Complex"
Singhania Dental and Ent Care,0,Gujarat,Vadodara,"Nityanand Complex, Near Anandbaug Soc.Susen Char Rasta, Susen Tarsali Ring Road"
Alpana Clinic,0,Gujarat,Vadodara,"Sussen Tarsali Ring Road, Nr. Bhailalbhai Park"
Baroda Healthcare Pvt Ltd,0,Gujarat,Vadodara,"Behind Sarjan Complex, Pratap Road, Anyonya Bank, Dandia Bazar"
Chirag Clinic And Nursing Home,0,Gujarat,Vadodara,"124, Pavan Nagar, Opposite Gidc Colony, Makarpura"
Madhuram Hospital,0,Gujarat,Vadodara,"Sushen Char Rasta, Makarpura,Keshav Complex"
Makarpura Hospital,0,Gujarat,Vadodara,"Sky Lon Complex, Opposite New Era School,Near Novino Batteries, Makarpura Road"
Palash Hospital,0,Gujarat,Vadodara,"A 2, Bhakti Nagar Novino Tarsali Road Makarpura"
Yogeshwar Hospital,0,Gujarat,Vadodara,"2, Suniketan Park, Behind Samta Flats, Subhanpura"
Anant Multispeciality Hospital,0,Gujarat,Vadodara,"8-10, Sunrise Complex, Opposite Ambe School,Manjalpur"
Om E.N.T. Hospital,0,Gujarat,Vadodara,"206 /7 , Prime Complex, Opposite Shreyas School, Manjalpur Naka"
Prabhuta Maternity and Surgical Nursing Home,0,Gujarat,Vadodara,"Patidar Complex, Opposite Ramesh Patel Estate"
Rushabh Nursing Home and Clinic,0,Gujarat,Vadodara,"33-B, Shreeji Baug Soc., Nr. Sita Baug Ground, Manjalpur"
Sanjivani Hospital,0,Gujarat,Vadodara,"Gr Floor, Chandrakala Towers B/H Aangan Towers, Near Bhavans School, Manjalpur"
Sarojkumari Suryasinhji Rathore General Hospital,0,Gujarat,Vadodara,"Dentak College, Nr. Vishwamitri Bridge Munjmahuda"
Shivam Eye Hospital,0,Gujarat,Vadodara,"301/2, Atria-2, Opposite Shreyas School, Manjalpur"
Shree Vallabh Arogya Mandir Hospital,0,Gujarat,Vadodara,"Veer Avenue, 1 St Floor, Opposite Hanumanji Mandir, Manjalpur"
Shree Viththalesh Hospital,0,Gujarat,Vadodara,"Manjalpur G.I.D.C. Road,Alwa Naka"
Shree Vraj Hospital and Icu,0,Gujarat,Vadodara,"104, 1St Floor, Mani-Villa Complex, OppositeRamesh Patel Estate, Vraj Dham Temple Road, Manjalpur"
Sigma,0,Gujarat,Vadodara,Abhishek House Tulsidham Char Rasta
Spandan Multi Speciality Hospital,0,Gujarat,Vadodara,"1-2, Nandigram Society No -2 , Sindhwai Mata Road, Manjalpur"
Sree Vraj Hospital and I.C.U.,0,Gujarat,Vadodara,"104,1St Floor, Mani-Villa Complex,Nr.Patidar Complex, Vrajdham Temple Road, Manjalpur"
Susmit Maternity Hospital,0,Gujarat,Vadodara,"12, Nirman Park, Vishwamitri Rd, Manjalpur"
Anmol Children Hospital,0,Gujarat,Vadodara,"2Nd Floor, Arth Complex, Above Sparsh Hospital, Akshar Chowk, O P Road"
Baps Pramukh Swami Hospital,0,Gujarat,Vadodara,"Shastri Yagnapurushdas Marg, Near Railway Station"
Baps Shastriji Maharaj Hospital - Vadodara,0,Gujarat,Vadodara,Opposite Swaminarayan Mandiratladra
"Ramkrishna Paramhansa Hospital,Kalali",0,Gujarat,Vadodara,Village Kalali
Uma Laparoscopy Hospital,0,Gujarat,Vadodara,"B-7, Gajanan Society, Opposite Motnath Vidyalay, Uma Char Rasta"
Aashray Nursing Home,0,Gujarat,Vadodara,"B-3/1 Shree Ambikaniketan Society,Nr. Fag Maneja Main Road"
Anand Multi Speciality Hospital Pvt Ltd,0,Gujarat,Vadodara,"B - Tower Sundervan Complex, Near Gurwa Iti , Bsei Deicul, Petrol Pump , Gorwa Refinery Road, Gorwa Petrol Pump , Gorwa Refinery Road, Gorwa"
Chakshu Hospital and Contact Lens Clinic,0,Gujarat,Vadodara,"C-11, Bhagyoday Shopping Center, Refinery Road"
Gorwa Hospital,0,Gujarat,Vadodara,"1St Floor, Amin Chambers, Refinery Road, Gorwa"
Neel Medical Nursing Home,0,Gujarat,Vadodara,"Amin Chambers, Opp, Alembic Nagar, Gorwa Road"
Muslim Medical Center,0,Gujarat,Vadodara,"Haran Khana Road, Near Panigate"
Shaishav Nursing Home,0,Gujarat,Vadodara,Outside Panigate
Shifa Nursing Home,0,Gujarat,Vadodara,"1St Floor, Skylab Chambers, Panigate"
A Super Speciality Orthopaedics Hospital,0,Gujarat,Vadodara,"5/B, Nivrutti Colony, Aryakanya Vidyalaya Road, Karelibaug"
Anal Clinic,0,Gujarat,Vadodara,1/7  1/16 Govardhan Apartment
Baba Advanced Orthopaedic Hospital,0,Gujarat,Vadodara,"No. 57, Maikrupa Society Mental Hospital Road,Karelibaug"
Deep Pain Management Centre,0,Gujarat,Vadodara,"18, Deepawali Society, Karelibaug"
Dwarkesh Hospital,0,Gujarat,Vadodara,"10,11, Shivali Society 1, Vip Road, Near L & T Circle, Karelibaag"
Medical Care Centre Trust,0,Gujarat,Vadodara,"Jalaram Marg,Karelibaug"
Navkar Children Hospital,0,Gujarat,Vadodara,"A-2, 54-Maikrupa Society, Opposite Mental Hospital,Karelibaug"
Navrang Hospital,0,Gujarat,Vadodara,"Near Amit Nagar Circle, Beside Hdfc Bank, Vip Road, Karelibaug"
Raghuvir Eye Care Hospital,0,Gujarat,Vadodara,"Sf 10/11, Kalind Complex,Opposite Amit Nagar Bus Stand,V I P Road"
Shreeji Hospital,0,Gujarat,Vadodara,"Opposite Narshidham Complex, Behind Sangam Bus Stop, Near Sangam Cross Road, Harni Road"
Shri D K Patel Orthopaedic Hospital,0,Gujarat,Vadodara,"24, Satyan Society, B/H. Utkarsh Petrol Pump, Karelibaug"
Shruti Ent Clinic,0,Gujarat,Vadodara,"Kautilya Complex, Sangam Crossing"
Shushrut Hospital,0,Gujarat,Vadodara,"Atmiya Complex, Vip Road"
Viroc A Super Speciality Orthopaedic Hospital,0,Gujarat,Vadodara,"5/B, Nivrutti Colony, Aryakanya Vidyalay Road, Karelibang"
Viroc Vadodara Institute For Reconstructive Orthopaedic Care,0,Gujarat,Vadodara,"Aryakanya Vidyalay Road,Karelibaug"
Yogeshwar Clinic,0,Gujarat,Vadodara,Jalaram Complex Nr. Jalaram Temple Kareli Bagh
Anand Medical Nursing Home,0,Gujarat,Vadodara,"Nr. Dabhoi Nagrik Bank, Gajanan Park, Uma Char Rasta, Waghodia Road"
Anantshree Hospital,0,Gujarat,Vadodara,"1St Floor,Opp Meghdoot Complex,Vrundavan Char Rasta,Waghodia Road"
Ankur Children Hospital,0,Gujarat,Vadodara,"108,Shree Vihar Complex,Opposite Mahavir Hall"
As Siddiq Surgical Hospital,0,Gujarat,Vadodara,"OppositeAyurvedic College,O/S Panigate"
Aum Medical Nursing Home,0,Gujarat,Vadodara,"1St Floor, Shakuntal Comlex,Kaladarshan, Nr.Nslsnda Wter Tank, Waghodia Road"
Baroda Life Line Hospital,0,Gujarat,Vadodara,"Mahesh Nagar Society,Soma Talav Pase Dabhoi Road"
Citizen Hospital,0,Gujarat,Vadodara,"Opposite Bapod Talav, Nr. Dabhoi Dashalad Bhavan, Ajwa-Waghodia Ring Road, New Vip H.T.Ring Road"
Critical Child Care Centre,0,Gujarat,Vadodara,"Chiranjeev Children`S Hospital Building,9, Navneet Park,Outside Panigate"
Gayatri Maternity Hospital(Only For Apollo Tyre),0,Gujarat,Vadodara,"101, Nandnandan Complex, Opposite Prabhat Bus Stop, Waghodia Road"
Harshal Generaland Surgical Hospital,0,Gujarat,Vadodara,1/37 Vrajvenu Complex Near Swami Narayan Gurukul
Indrapuri Hospital,0,Gujarat,Vadodara,"Uma Char Rasta, Waghodia Road"
Jiruwala Eye Clinic and Phaco Centre,0,Gujarat,Vadodara,"#213-214, New Heaven Enclave,Near Panigate Petrol Pump,O/S Panigate"
Kaka Hospital,0,Gujarat,Vadodara,"Patilpura Complex, Uma Char Rasta, Waghodia Road"
Maa Hospital,0,Gujarat,Vadodara,"A/8-9, Shree Hari Township, Sayaji Park, Ajwa Road"
Mahavir Hospital,0,Gujarat,Vadodara,"A/6, Kiran Nagar, Vaghodia Road, Opp Vrundavan City Bus Stop"
Nikunj Clinic,0,Gujarat,Vadodara,"A-2, Vraj Vihar Society Waghodia Road"
Om Prasutigruh,0,Gujarat,Vadodara,"A-11, Vrajvenu Complex, Near Narayan Vidhyalay, Swaminarayan Gurukul Char Rasta,Waghodia Dabhoi Ring Road"
Om Swami Doctor House,0,Gujarat,Vadodara,"A-1, Duplex, Swaminarayan Nagar, Nr. Shatribaug Ayurvedic College Road, Panigate"
Parth Surgical Hospital,0,Gujarat,Vadodara,"Udaynagar Soc. Opp Manki Complex, Near Mahavir Hall,Ajwa-Waghodia Road"
Priyal Clinic,0,Gujarat,Vadodara,"Sahjanand Apartment, Ayurvedic College Road, Outside Panigate"
Pushti Multispeciality Hospital,0,Gujarat,Vadodara,"Opposite Malanda Water Tank,Waghodiya Road"
Rudraksha Medical and Eye Care Centre,0,Gujarat,Vadodara,"5, Shantinath Complex, Opposite Mahavir Hall Cross Road, Ajwa Road"
Sameer Hospital,0,Gujarat,Vadodara,O/Spanigate
Samvedan Multispeciality Hospital,0,Gujarat,Vadodara,"Himalay-Ii Complex, Opposite Vallabh Vidhyamadir, Gurukul Crossing, Waghodia Dabhoi Ring Road"
Sarveshwar Hospital,0,Gujarat,Vadodara,"Vrund Apartment, Jadhav Amishraddha Society, Navji"
Shree Krushna Children Hospital,0,Gujarat,Vadodara,"102, Sharnam Complex, Nr- Swaminarayan Gurukul, Dabhoi Wagodia Ring Road"
Shree Mahaveer Hospital,0,Gujarat,Vadodara,"12, Ankur Society,Nr. Kaladarshan Char Rasta, Waghodia Road"
Shree Vallabh Hospital,0,Gujarat,Vadodara,"Beside Lpg Gas Station,Parivar Cross Road, Waghodia Dabhoi Ring Road,Waghodia"
Shree Vallabh Nursing Home,0,Gujarat,Vadodara,"Uma Society, Uma Char Rasta, Waghodia Road"
Shree Vallabhacharya Mahaprabhuji Hospital,0,Gujarat,Vadodara,"Shree Vallabh Cplx,Kaladarshan Char Rasta,Waghodiya Road"
Shreeji Hospital,0,Gujarat,Vadodara,"1St Floor, Vama Square, Ayurvedic Cross Road, Outside Panigate"
Shrinathji Hospital and Icu,0,Gujarat,Vadodara,"22 Uday Nagar Society, Opp Indrapuri Atithi Gruh"
"Sukrut ""Fracture Care"" Ortho Center",0,Gujarat,Vadodara,Nr :Gpo Raopura
Super Surgical Hospital,0,Gujarat,Vadodara,"S-9 To 15, Dev Commercial Centre, Nr Race Course/Natubhai Centre, Gotri Road"
Tirupati General Hospital,0,Gujarat,Vadodara,"Behind Maharani School, Nr Soor Sagar Lake"
Uday Clinic,0,Gujarat,Vadodara,Opposite Surya Nagar Bus Stop Waghodia Road
Vedant Hospital,0,Gujarat,Vadodara,"No. 104, First Floor, Pushti Smriti Apartment, Opp : Suryanagar Ground, Waghodia Road"
Vraj Children Hospital,0,Gujarat,Vadodara,"101, Pushti Smruti Apt. Opposite Suryanagar Garba Ground, Waghodia Road"
Zainee Nursing Home,0,Gujarat,Vadodara,Panigate
Amish Plastic Surgical Hospital,0,Gujarat,Vadodara,"B, Ashapuri Soc, Akota,Akota Jain Temple Road"
