Name,Category,State,City,Address
Shankar Eye Hospital,0,Uttar Pradesh,Jaunpur,"Polytechnic Chauraha, Ruhatta"
Sunita Hospital - Rsby,0,Uttar Pradesh,Jaunpur,"Shri Krishnapuram, Nai Ganj, Jaunpur Naiganj"
Tanya Hospital and Research Center,0,Uttar Pradesh,Jaunpur,Faizbagh
Welcome Polyclinic and Dignostic Center,0,Uttar Pradesh,Jaunpur,"House No 61,Station Road"
Aala Hospital,0,Uttar Pradesh,Jaunpur,"Wajidpur, Jaunpur Near Jaycees Crossing"
Aashirwad Hospital And Research Centre,0,Uttar Pradesh,Jaunpur,"Polythecnic Chorah, Varanasi Road (Krishi Bhawan Ke Samne )"
Apex Eye Hospital - Rsby,0,Uttar Pradesh,Jaunpur,Polytechnik Crossing
Harshit Medical Centre Pvt Ltd,0,Uttar Pradesh,Jaunpur,"(Navjeevan Hospital), Wajidpur Tiraha"
Isha Hosital,0,Uttar Pradesh,Jaunpur,"Mariyahu Padao, Umarpur, Habadhanpur"
J P Memorial Hospital,0,Uttar Pradesh,Jaunpur,"Laxmi Complex, Jaycess Crossing, Azamgarh Road, Jaunpur Bus Station"
Jairaji Nurshing Home,0,Uttar Pradesh,Jaunpur,Macchhalisahar
Kalptaru Chikitsalya,0,Uttar Pradesh,Jaunpur,Machhisahar Road
Kamla Hospital - Rsby,0,Uttar Pradesh,Jaunpur,"Umarpur, Haribanohanpur"
Krishna Heart Care and Maternity Home,0,Uttar Pradesh,Jaunpur,Krishna Nagar Near Jaycees Chauraha
Life Line Hospital and Research Center,0,Uttar Pradesh,Jaunpur,"Near Jaycees Chauraha, Jaunpur Near Roadways Bus Station"
Maa Kripa Janseva Hospital - Rsby,0,Uttar Pradesh,Jaunpur,"Bajrangnagar, Kerakat"
Maa Tara Hospital,0,Uttar Pradesh,Jaunpur,"Omarpur, Faijbag, Near Lic Building, Jaunpur Near Lic Main Branch"
Samarpit Hospital - Rsby,0,Uttar Pradesh,Jaunpur,"Tarapur, Badlapurparav"
Sangeeta Nurshing Home,0,Uttar Pradesh,Jaunpur,Line Bazar
Savitri Nurshing Home,0,Uttar Pradesh,Jaunpur,"Kharka, Husainabad"
Shraddha Hospital,0,Uttar Pradesh,Jaunpur,"Wazidpur Tiraha, Varun Hotel Ke Samne, Jounpur"
Shri Krishna Chikitsalaya,0,Uttar Pradesh,Jaunpur,"H-1, Sida, Sathariya, Machhalisahar"
Siddharth Multi Speciality Hospital Science and Research Center - Rsby,0,Uttar Pradesh,Jaunpur,"Sundernaar, Umarpur, Haribandhanpur"
Vijay Laxmi Nursing Home And Maternity Center,0,Uttar Pradesh,Jaunpur,"760 I - T.P. Hospital Road, Matapur, Kachahari Sadar"
Arogyaneer Diagnostic Clinic - Rsby,0,Uttar Pradesh,Jaunpur,"Chandwak, Kerakat"
Manglam Hospital,0,Uttar Pradesh,Jaunpur,"Seuar, Mariyahu"
Shubham Nursing Home - Rsby,0,Uttar Pradesh,Jaunpur,"Ghazipur Road, Chandwak, Kerakat"
Maurya Nursing Home,0,Uttar Pradesh,Jaunpur,"Saraibeeru Kerakat, Jaunpur Block Road, Near Telephone Exchange"
Shivam Poly Clinic - Rsby,0,Uttar Pradesh,Jaunpur,"Trilochan Mahadev, Jalalpur"
Srijan Polyclinic and Maternity Center - Rsby,0,Uttar Pradesh,Jaunpur,Shahganj
Chc Kerrakot,0,Uttar Pradesh,Jaunpur,Kerakat
Dhiraji Hospital,0,Uttar Pradesh,Jaunpur,Saraibiru Kerakat
Life Line Nursing Home,0,Uttar Pradesh,Jaunpur,"Saraibeeru Chauraha, Kerakat, Jaunpur Near Pahlwan Baba Mandir"
Yash Nursing Home and Maternity Home,0,Uttar Pradesh,Jaunpur,"Station Road, Kerakat, Jaunpur, In Front Of Laxmi Cold Storage"
Chc Machalisahar,0,Uttar Pradesh,Jaunpur,Machlisahar
Chc Sujanganj,0,Uttar Pradesh,Jaunpur,Suzanganj
Jairajee Nursing Home - Rsby,0,Uttar Pradesh,Jaunpur,"Baraipar Road, Poora Nandlal Machhalishahar"
Chc Barsathi,0,Uttar Pradesh,Jaunpur,Barsathi
Chc Muftiganj,0,Uttar Pradesh,Jaunpur,Muftiganj
Chc Mugrabadsahpur,0,Uttar Pradesh,Jaunpur,Mungrabadsahpur
Shyama Krishna Hospital,0,Uttar Pradesh,Jaunpur,"18 , Machalishahar Road"
Nirmal Nursing Home - Rsby,0,Uttar Pradesh,Jaunpur,"Main Road, Rampur, Mariyahu"
Prakash Seva Sadan Hospital - Rsby,0,Uttar Pradesh,Jaunpur,"Kaseru Chowraha, Rampur"
Smriti Nursing Home,0,Uttar Pradesh,Jaunpur,Main Road Rampur
Chc Sahganj,0,Uttar Pradesh,Jaunpur,Sodhi
R.K. Hospital and Trauma Research Centre,0,Uttar Pradesh,Jaunpur,Shahganj
Sushila Devi Memorial Hospital - Rsby,0,Uttar Pradesh,Jaunpur,Shahganj
Chc Suithakalan,0,Uttar Pradesh,Jaunpur,Sewthakalan
Arogya Sadan Hospital,0,Uttar Pradesh,Jhansi,Avas Vikas Colony
C. T. D M .M Home,0,Uttar Pradesh,Jhansi,Civil Lines
City Hospital and Research Centre,0,Uttar Pradesh,Jhansi,Opposite M L B Medical College Gate No. 3 Kanpur Road
Dr. Lohiya Eye Hospital,0,Uttar Pradesh,Jhansi,Kachari Chohraha
Fabuli Purohit E.N.T. Hospital,0,Uttar Pradesh,Jhansi,"Gate No. 4, Opposite Medical College"
Gulati Eye Hospital and Medical Care Centre,0,Uttar Pradesh,Jhansi,"Mubarak Market , Sipri Bazar"
Happy Family Hospital,0,Uttar Pradesh,Jhansi,"Behind Sita Hotel,Civil Lines"
K Palaria Hospital,0,Uttar Pradesh,Jhansi,"Opposite No 2 , Medical College"
Kapoor Hospital,0,Uttar Pradesh,Jhansi,Elite-Allahabad Bank Road
Laxman Seth Hospital and Research Center,0,Uttar Pradesh,Jhansi,"Medical College,Gat No-02,Kargunvanji Mandir"
Lrm Jain Hospital,0,Uttar Pradesh,Jhansi,Civil Lines Civil Lines
Maa Sherawali Hospital India Pvt. Ltd.,0,Uttar Pradesh,Jhansi,"Near Bundelkhand University, Kanpur Road"
Manoj,0,Uttar Pradesh,Jhansi,Infront Rani Laxmi Bai Park
Ram Sewak Kankane Hospital Pvt Ltd,0,Uttar Pradesh,Jhansi,Tahseel Road Tahseel Road
Sanwal Hospital and Betwastone Clinic,0,Uttar Pradesh,Jhansi,Near Medical College
Seth Shankar Multi Speciality Hospital Pvt Ltd.,0,Uttar Pradesh,Jhansi,"Infront Of -Medical College Gate  No "" 2/3, Kanpur Raod"
Shriji Hospital and Research Centre,0,Uttar Pradesh,Jhansi,"E/H 1-16A, Viranga Nagar, Kanpur Road"
Sudha Nursing Home and Maternity Home,0,Uttar Pradesh,Jhansi,Kanpur Road
Vatsalya Children Hospital,0,Uttar Pradesh,Jhansi,"Karguva Mandir Road, In Front Of Medical College Gate No.2"
Vinayak Hospital,0,Uttar Pradesh,Jhansi,"Behind Yatrik Hotel , Elite -Allahabad Bank Road, Civil Lines"
Dr Jiyalal Memorial Hospital Pvt Ltd,0,Uttar Pradesh,Jhansi,OppositeMedical College Gate No.2
Shree Bhagwan Mahaveer Arogya Bharti Charitable,0,Uttar Pradesh,Jhansi,"Infront Medical College, Gate No.-3, Kanpur Road"
Sri Guru Ram Dass Hospital,0,Uttar Pradesh,Jhansi,"423, Masiya Ganj"
St.Jude`S Hospital Medical Store,0,Uttar Pradesh,Jhansi,Sipri Bazar
Jhansi Orthopedic Hospital,0,Uttar Pradesh,Jhansi,Sbi Bundelkhand University Kanpur Road
Kamla Hospital,0,Uttar Pradesh,Jhansi,Opposite Mlb Medical College Kanpur Road
Lifeline Hospital,0,Uttar Pradesh,Jhansi,"Kanpur Road, Near Bundelkhand University"
Paras Neuro Centre,0,Uttar Pradesh,Jhansi,"OppositeGate No.2, M.L.B. Medical College"
Smt. Meva Chaudhary Memorial Hospital,0,Uttar Pradesh,Jhansi,"Opposite Gate No. 2, Mlb Medical College Kanpur Road"
Sri Ram Research Centre,0,Uttar Pradesh,Jhansi,"Kaimasan Nagar , Kanpur Road"
Upchar Hospital and Research Centre (Ortho and Gynae),0,Uttar Pradesh,Jhansi,"Infront Of Bundelkhand University, Gate No. 2,Karmasan Nagar"
Chc Babina,0,Uttar Pradesh,Jhansi,Babina
Chc Mahrauni,0,Uttar Pradesh,Jhansi,Mahrauni
Chc Mahroni,0,Uttar Pradesh,Jhansi,Lalitpur
Chc Kannoj,0,Uttar Pradesh,Kannauj,
Sakchi Hospital and Dignostic Centre,0,Uttar Pradesh,Kannauj,Kazi Tola
Chc Haseran,0,Uttar Pradesh,Kannauj,Haseran
Chc Terwa,0,Uttar Pradesh,Kannauj,Umarda
Chc Sakrawan,0,Uttar Pradesh,Kannauj,Saurikh
Chc Pukhrayan,0,Uttar Pradesh,Kanpur Dehat,Akbarpur
Pukhrayan Hospital,0,Uttar Pradesh,Kanpur Dehat,Ahrauli
Chc Kakwan,0,Uttar Pradesh,Kanpur Dehat,Kakwan
Chc Villor,0,Uttar Pradesh,Kanpur Dehat,Bilhaur
Asha Hospital and Maternity Center,0,Uttar Pradesh,Kanpur Dehat,"Moosa Nagar Road, Ghatampur"
Chc Ghatampur,0,Uttar Pradesh,Kanpur Dehat,"Community Health Centre, Akbarpur"
Chc Bhitergaon,0,Uttar Pradesh,Kanpur Dehat,Bhitargaon
Chc Derapur,0,Uttar Pradesh,Kanpur Dehat,Derapur
Chc Jheenjak,0,Uttar Pradesh,Kanpur Dehat,Jhinjhak
Asha Medical Centre,0,Uttar Pradesh,Kanpur Dehat,Rasoolabad
Chc Rasoolabad,0,Uttar Pradesh,Kanpur Dehat,Rasulabad
New Ashutosh Hospital,0,Uttar Pradesh,Kanpur Dehat,"Navipur, Akbarpur"
Maa Annapoorna Hospital,0,Uttar Pradesh,Kanpur Dehat,"Mungisapur, Kalpi Road"
Kd Hospital,0,Uttar Pradesh,Kanpur Dehat,"Kauru, Sandalpur"
Saral Nursing Home,Private,Uttar Pradesh,Kanpur Nagar,"OppositeThana Chakeri, Lal Bangla"
Regency Hospital,Private,Uttar Pradesh,Kanpur Nagar,"A-2, Sarvodaya Nagar"
Mariampur Hospital,Private,Uttar Pradesh,Kanpur Nagar,Shastri Nagar
Dr. P.N.Mahendra Eye Institute and Khairabad Eye Hospital,Private,Uttar Pradesh,Kanpur Nagar,Swaroop Nagar
Chandni Hospital,Private,Uttar Pradesh,Kanpur Nagar,"9/60, Arya Nagar"
Kanpur Medical Centre,Public/ Government,Uttar Pradesh,Kanpur Nagar,"120/500 (24), Lajpat Nagar"
Brij Medical centre,Private,Uttar Pradesh,Kanpur Nagar,"94-E, Panki, Near Panki Police Station"
J.L.Rohatgi Hospital and Jawaharlal Rohatagi Smarak Netra Chikitsalaya,Private,Uttar Pradesh,Kanpur Nagar,"Association For The Prevention 0f Blindness, G.T.Road, Sarvodaya Nagar"
Excel Hospital,Private,Uttar Pradesh,Kanpur Nagar,"14/138, Chunni Ganj"
Madhuraj Nursing home,Private,Uttar Pradesh,Kanpur Nagar,"113/121-A, Swaroop Nagar, Near Moti jheel, Opposite to Shivaji Gate"
Kabeer Hospital,Private,Uttar Pradesh,Kanpur Nagar,"Bajrang Chourah, Yashoda Nagar"
Nova Specialty Surgery,Private,Uttar Pradesh,Kanpur Nagar,"14/138, Chunni Ganj, Mall Road"
Kulwanti Hospitals and Research Center,Private,Uttar Pradesh,Kanpur Nagar,"117/N/8, Kakadeo"
R K Devi Eye Research Institute,Private,Uttar Pradesh,Kanpur Nagar,"113 / 157, Swaroop Nagar"
Globus Hospital,Private,Uttar Pradesh,Kanpur Nagar,"117/N/59, A - 1 Market, Kakadeo"
Pracheta Ayurvedic Clinic and Panchakarma Center,Private,Uttar Pradesh,Kanpur Nagar,"H.NO.78 - O Block, Keshavpuram, Awas Vikas Colony"
North Star Hospital and Joint Replacement center,Private,Uttar Pradesh,Kanpur Nagar,25/11 - Canal Road
"Eye-Q Super Speciality Eye Hospitals, Swaroop Nagar",Private,Uttar Pradesh,Kanpur Nagar,"113/57, Next to Allahabad Bank, Opposite Motijheel, Swaroop Nagar"
Rama Medical College,Private,Uttar Pradesh,Kanpur Nagar,"Rama City, G.T.Road, Near Mandhana Railway Station"
Rama Dental College,Private,Uttar Pradesh,Kanpur Nagar,"A/1-8, Lakhanpur"
"CGHS Dispensary, Civil Lines",Public/ Government,Uttar Pradesh,Kanpur Nagar,15/45 (AandB) Civil Lines
"CGHS Dispensary, Saketnagar",Public/ Government,Uttar Pradesh,Kanpur Nagar,"Saketnagar, Near Sushila\nNursing Home"
"CGHS Dispensary, R.K.Nagar",Public/ Government,Uttar Pradesh,Kanpur Nagar,"110/58, R.K.Nagar"
"CGHS Dispensary, Khanpramohal",Public/ Government,Uttar Pradesh,Kanpur Nagar,"E-15, Khanpramohal"
"CGHS Dispensary, Kidwainagar, Kanpur",Public/ Government,Uttar Pradesh,Kanpur Nagar,"Kidwainagar, Kanpur\n(128/H/123, Kidwainagar"
"CGHS Dispensary, Gandhi Gram",Public/ Government,Uttar Pradesh,Kanpur Nagar,"89, Gandhi Gram"
"CGHS Dispensary, Pandunagar",Public/ Government,Uttar Pradesh,Kanpur Nagar,"117/H-2/28,\nPandunagar"
"CGHS Dispensary, Azadnagar",Public/ Government,Uttar Pradesh,Kanpur Nagar,"A/186, Azadnagar"
"CGHS Dispensary, Barra",Public/ Government,Uttar Pradesh,Kanpur Nagar,"155, Z-1, Barra"
7 Air Force Hospital,0,Uttar Pradesh,Kanpur Nagar,Nathu Singh Road
Auriava Medical Center,0,Uttar Pradesh,Kanpur Nagar,"Indian Oil Police Station, By Pass"
Awasthi Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"615 Safipur,Harjinder Nagar"
Bhargava Hospital,0,Uttar Pradesh,Kanpur Nagar,"15/263, Civil Lines Civil Lines"
Chandrabhal Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"1280, Y Block Kidwai Nagar Kidwai Nagar"
Chandrakanta Jawaharlal P.C. Trust Hospital,0,Uttar Pradesh,Kanpur Nagar,"16/72, Civil Lines"
D S Memorial Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"C- 35, Sarvodaya Nagar"
Dr. M.K. Govil,0,Uttar Pradesh,Kanpur Nagar,Medidcal College
Hamid Hospital,0,Uttar Pradesh,Kanpur Nagar,97/128 Talao Mahal
Jain Hospital,0,Uttar Pradesh,Kanpur Nagar,108-B Vinova Nagar Near Malik Guest House -Ramadevi
Lakhanpur Better Life Hospital,0,Uttar Pradesh,Kanpur Nagar,"6-A, G.T.Road, Lakhanpur"
Lala Amba Prasad Smarak Chikitsalaya,0,Uttar Pradesh,Kanpur Nagar,"15/201, Civil Lines Civil Lines"
Lala Lajpat Rai and Associate Hospital,0,Uttar Pradesh,Kanpur Nagar,Swaroop Nagar
Madhulok Hospital,0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar Kidwai Nagar
Manama Hospital,0,Uttar Pradesh,Kanpur Nagar,"88/455, Humayun Bagh"
Nasir Hospital,0,Uttar Pradesh,Kanpur Nagar,87/73 Hindustan Tannery Compound Bypass Road Jajmau
New Lakhanpur Hospitaland Trauma Centre,0,Uttar Pradesh,Kanpur Nagar,"6-A,Lakhanpur,G.T.Road,Near Gurudev Talkies Police Chowki"
New Leelamani Hospital,0,Uttar Pradesh,Kanpur Nagar,Civil Lines 14/116 'C' - 1 Civil Lines
Paliwal Eye and Retina Centre,0,Uttar Pradesh,Kanpur Nagar,"Manu Clinic, 7/117, Swaroop Nagar"
Prashant Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"88.593, Near Sisamau Post Office"
R.P. Medical Centre,0,Uttar Pradesh,Kanpur Nagar,"29-A, Garderianpurwa, Zoo Road,Vikas Nagar"
Ramendra Singh Kushwaha Memorial Nursing Home and Research Center,0,Uttar Pradesh,Kanpur Nagar,"51-A, New Azad Nagar Kalyanpur"
Rishabh Hospital and Research Centre,0,Uttar Pradesh,Kanpur Nagar,"Gumti No.9 Crossing , Sharda Nagar, Geeta Nagar"
S.R Hospital and Diagnostic Point,0,Uttar Pradesh,Kanpur Nagar,"128/A187, K Block,Kidwai Nagar"
Shekhar Rastogi,0,Uttar Pradesh,Kanpur Nagar,13 Lakhanpur Road
Shyam Children and Maternity Centre,0,Uttar Pradesh,Kanpur Nagar,"C-15, New Azad Nagar, Kalyanpur"
Sulaxmi Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"2A/228,Azad Nagar"
Swaroops Surgical Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"14/5, Civil Lines, Gwaltoli, Opposite Victoria Mill"
Tulsi Hospitals Ltd,0,Uttar Pradesh,Kanpur Nagar,14/116-A Civil Lines Civil Lines
Udai Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"Moosanagar Road,Ghatampur"
Wee Care Kirandeep Medical Center,0,Uttar Pradesh,Kanpur Nagar,"14/116, D- 3, Civil Lines"
Abha Nursing Home Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,10/503 B Allenganj Tilak Nagar
Akshi Eye Care Centre,0,Uttar Pradesh,Kanpur Nagar,"#2/344, A-Azad Nagar Kanpur,Opposite Pandit Deen Dayal Vidyalaya"
Dr Lalchandani E N T and Laser Center,0,Uttar Pradesh,Kanpur Nagar,"113/58 B, Swaroop Nagar"
G.S.V.M. Medical College,0,Uttar Pradesh,Kanpur Nagar,"National Highway 91, Swaroop Nagar"
Jeevani Hospital,0,Uttar Pradesh,Kanpur Nagar,"Kanpur Nursing Home, Opp Hallet Hospital ,7/199 Swaroop Nagar"
Kanika Hospital Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,"171/A/5, Harsh Nagar"
Karuna Nidhi Hospital,0,Uttar Pradesh,Kanpur Nagar,"43, Azad Nagar, Bithoor Road"
Khairabad Eye Hospital,0,Uttar Pradesh,Kanpur Nagar,Swaroop Nagar Swaroop Nagar
Krishnalok Hospital,0,Uttar Pradesh,Kanpur Nagar,"268 A-2, Naubasta, Hamirpur Road"
L.P.S . Institute Of Cardilogy,0,Uttar Pradesh,Kanpur Nagar,G.S.V.M Medical College
Maa Durga Hospital and Research Center,0,Uttar Pradesh,Kanpur Nagar,"Shivli Road, Kalyanpur"
Madhuraj Hospital Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,"113/121-A, Swaroop Nagar"
Merry Gold Hospital,0,Uttar Pradesh,Kanpur Nagar,"E-32, Panki Mandir Road"
Mother and Child Care Centre,0,Uttar Pradesh,Kanpur Nagar,"105/568, Anand Bagh, Kanpur(Near Sangeet Cinema)"
New G.T. Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"7/223 Gutaiya Swaroop Nagar, G.T. Road"
New Suhani Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"53,Mainawati Marg, Near Jageshwar Mandir"
R C Memorial Nursing Home,0,Uttar Pradesh,Kanpur Nagar,115/C1 New Azad Nagar
Rahi Medical Center Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,"79, New Mig, Barra-Ii"
Rainbow Medical Centre,0,Uttar Pradesh,Kanpur Nagar,"3/160, Vishnupui S.D College Crossing"
Ratan Cancer Hosptal and Research Institute,0,Uttar Pradesh,Kanpur Nagar,"113/103A, Swaroop Nagar"
Sharma Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"113/340, Swaroop Nagar ( Near Kanpur Vidya Mandir)"
Shifa Eye Research Centre(Ana Eye Hospital),0,Uttar Pradesh,Kanpur Nagar,"88/327, Chaman Ganj"
Shri Y P Naithani Hospitals,0,Uttar Pradesh,Kanpur Nagar,"2-B, Drummond Road Near A.G.Office"
The Gastro Liver Hospital,0,Uttar Pradesh,Kanpur Nagar,"7/190 D-1, 2, 3, Swaroop Nagar, Old Sales Tax Road"
Sewadham Hospital,0,Uttar Pradesh,Kanpur Nagar,"87/36,Acharya Nagar"
Krishna Super Speciality Hospital / (A Unit Of Gita Healthcare Pvt Ltd),0,Uttar Pradesh,Kanpur Nagar,"363, Harrisganj, Tatmill Chouraha"
St Catherine Hospital,0,Uttar Pradesh,Kanpur Nagar,"63/8, Mg Marg"
Angel Eyes Lasik Center,0,Uttar Pradesh,Kanpur Nagar,"C- 35, Sarvodaya Nagar"
Bimal Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"117/17, Sarvodaya Nagar"
C L Memorail Hospital and Maternity Home Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,"121/625, Shastri Nagar, (Near Vijay Nagar Crossing)"
Dr. Jawaharlal Rohatgi Smarak Netra Chikitsalaya,0,Uttar Pradesh,Kanpur Nagar,"117/52, Sarvodaya Nagar,Near Bhoot Nath Mandhir"
Dwivedi Hospital,0,Uttar Pradesh,Kanpur Nagar,"117/H-2/168-A, Pandu Nagar"
Escorts Heart Centre,0,Uttar Pradesh,Kanpur Nagar,117/H-2/414 Pandu Nagar
Guru Teg Bhadur Charitable Hospital,0,Uttar Pradesh,Kanpur Nagar,(Managed By K R V Hoapital Pvt Ltd) 120/192(105) Lajpat Nagar
Mariampur Hospital,0,Uttar Pradesh,Kanpur Nagar,Shastri Nagar
Shivani Hospital Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,"120/503, Shivaji Nagar"
Smt. Ramkali Memorial Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"117/H -2/184, Pandu Nagar"
Vishwanath Medical Center,0,Uttar Pradesh,Kanpur Nagar,"556, Ratanlal Nagar"
D. T Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"195, Lal Quarters (Opp Natraj Cinema), Govind Nagar"
Dr Devenders Eye Centre,0,Uttar Pradesh,Kanpur Nagar,"117/421 ,O Block, Geeta Nagar/Nirala Nagar"
R.K.Sindhi Sangh Maternity Hospital,0,Uttar Pradesh,Kanpur Nagar,"Block - 11,Govind Nagar"
Sushma Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"247-C, Govind Nagar"
Alka Hospital And Research Centre,0,Uttar Pradesh,Kanpur Nagar,"Std. Chandra Nager, Kda Chauraha Lal Bangla"
Ayushman Medicare Centre,0,Uttar Pradesh,Kanpur Nagar,"53 A(6),Chandra Nagar,Lal Bangla"
Dey`S Hospital,0,Uttar Pradesh,Kanpur Nagar,"491, Kazi Khera, Lal Bangla, Harjinder Nagar"
Dr. R.C. Gupta,0,Uttar Pradesh,Kanpur Nagar,"Skylark Cplx,Chunniganj,Gandhi Gram"
God Service Iol and Micro Surgery Centre,0,Uttar Pradesh,Kanpur Nagar,"D-67 ,Defence Colony,Jajmau"
Raksha Memorial Medical Centre,0,Uttar Pradesh,Kanpur Nagar,"240-A1 Kanpur-Lucknow Highway Road,Harjinder Nagar,Lal Bangla"
Shivoy Hospital,0,Uttar Pradesh,Kanpur Nagar,"Plot No. 1, Friends Colony, Opposite Hal Market, Ramadevi, G. T. Road"
Sugandha Maternity and Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"475, Vayu Vihar , Harjinder Nagar"
Mahsa Hospital,0,Uttar Pradesh,Kanpur Nagar,"12 A 3 Gaushala Defence Colony, Jajmau"
Annapurna Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"S-123, Yashoda Nagar"
S D Hospital,0,Uttar Pradesh,Kanpur Nagar,"133/190, Juhi Hamirpur Road, Near Baradevi"
Sanya Surgical Clinic (Hospital),0,Uttar Pradesh,Kanpur Nagar,128/46 Y Block Kidwai Nagar
Sarojni Medical Centre,0,Uttar Pradesh,Kanpur Nagar,"49 A, By Pass Road (Near Ibp Petrol Pump), Damodar Nagar"
Shiv Raj Hospital,0,Uttar Pradesh,Kanpur Nagar,"128/70 Y, Block Kidwai Nagar"
Shree Ram Nursing Home Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar Kidwai Nagar
Swati Hospital and Research Center,0,Uttar Pradesh,Kanpur Nagar,"128, Block-Y, Kidwai Nagar"
Vandana Raj Medical and Research Centre,0,Uttar Pradesh,Kanpur Nagar,"128/757, Y-1 Kidwai Nagar, Near Yashoda Nagar Bye Pass Chauraha"
B.R. Stone Clinic,0,Uttar Pradesh,Kanpur Nagar,"111/456, Harsh Nagar"
Dr. S.K Nigam Surgical and Laparoscopy Clinic,0,Uttar Pradesh,Kanpur Nagar,"127/ W-1/1/41, Saket Nagar"
Fortune Hospital,0,Uttar Pradesh,Kanpur Nagar,"107/279,Brahama Nagar,Near Brahama Nagar Chauraha"
Jolly Nursing Home and Research Centre (P) Ltd,0,Uttar Pradesh,Kanpur Nagar,"119/22 - A Nasimabad,Gumti No.5"
Kanpur Nursing Home,0,Uttar Pradesh,Kanpur Nagar,"B R Stone Clinic, 111/456, Harsh Nagar"
Kanpur Trauma and Ortho. Centre,0,Uttar Pradesh,Kanpur Nagar,"107/279, Brahma Nagar"
Kanpur Urology Centre,0,Uttar Pradesh,Kanpur Nagar,"111/456, 80 Feet Road Brahma Nagar"
Ktc's Vedanta (A Hospital And Research Centre) Kanpur Ortho And Trauma Centre Pvt Ltd,0,Uttar Pradesh,Kanpur Nagar,"9/55, Arya Nagar"
"Mehrotra Ear , Nose, Throat Hospital and Research Ce",0,Uttar Pradesh,Kanpur Nagar,"111/399, Ashok Nagar,(Harsh Nagar Main Road )"
Navyug Nursing Home - Kanpur,0,Uttar Pradesh,Kanpur Nagar,107-264-Brahma Nagar Near Brahma Nagar Chauraha
Prem Maternity,0,Uttar Pradesh,Kanpur Nagar,"110/231-A/B, Jawahar Nagar"
Gopal Krioshna Surgical and Maternity Clinic,0,Uttar Pradesh,Kanpur Nagar,"127, W-1/63, Saket Nagar, (Opposite Parag Diary)"
P P M Medical Centre,0,Uttar Pradesh,Kanpur Nagar,"#127/194, W-1, Saket Nagar,Opposite Parag Doodh Dairy"
Sanjeevani Surgical and Maternity Home,0,Uttar Pradesh,Kanpur Nagar,127/453/W-1 Saket Nagar
Santosh Hospital,0,Uttar Pradesh,Kanpur Nagar,"127/214, Barah Devi Chauraha Juhi"
Sushila General Hospital,0,Uttar Pradesh,Kanpur Nagar,"974, 14-1, Saket Nager, Near Kedwani Nagar, Near Kidwani Nagar Thana"
Dr. Pratibha Medical Centre - Kanpur,0,Uttar Pradesh,Kanpur Nagar,"15/27-A, Civil Lines (Near Methodist Church), Behind Naveen Market"
Ashirwad Hospital Avam Jaccha Bacca Kendra,0,Uttar Pradesh,Kanpur Nagar,"Railway Station Road, Ghatampur"
Kalyanpur Nursing Home and Trauma Centre,0,Uttar Pradesh,Kanpur Nagar,"43,Azad Nagar,Bithur Road,Kalyanpur"
New Raksha Medicare and Research Centre,0,Uttar Pradesh,Kanpur Nagar,"Plot No.8,Meerut Cold Storage Campus,(Near N.S.I) Kalyanpur"
Saubhagya Hospital,0,Uttar Pradesh,Kanpur Nagar,"76A, Krishna Vihar, Panki Road, Kalyanpur"
Spm Hospital Research and Trauma Centre,0,Uttar Pradesh,Kanpur Nagar,"C-46-50, Kalyanpur"
Life Care Medical Centre,0,Uttar Pradesh,Kanpur Nagar,"1040,Shivpuri,Kakadeo(Namak Factory Chauhara),Opp Jain Mandir"
Shanti Surgical Clinic and Nursing Home,0,Uttar Pradesh,Kanpur Nagar,Near Barra By Pass
Mahaveer Hospital And Trauma Centre,0,Uttar Pradesh,Kanpur Nagar,"76-E Block, Panki,Kanpur,Near Railway Station"
Raja Ram Hospital,0,Uttar Pradesh,Kanpur Nagar,Kalpi Road Kalpi Road
Shanti Medical Care Centre,0,Uttar Pradesh,Kanpur Nagar,"46/A, E Block Panki"
Shri Baba Hospital and Trauma Centre,0,Uttar Pradesh,Kanpur Nagar,931/4 Kalpi Road Panki
