Name,Category,State,City
"ADICHUNCHANAGIRI AYURVEDIC MEDICAL COLLEGE, HOSPITAL AND RESEARCH CENTRE",College,Karnataka,Bengaluru Rural
ADICHUNCHANAGIRI COLLEGE OF AGRICULTURAL SCIENCES,College,Karnataka,Tumakuru
"Adichunchanagiri College of Education, Channarayapatna",College,Karnataka,Hassan
Adichunchanagiri College of Nursing,College,Karnataka,Mandya
"Adichunchanagiri Institute of Business Management, Chikmagalur.",College,Karnataka,Chikkamagaluru
"Adichunchanagiri Institute Of Medical Science,",College,Karnataka,Mandya
"Adichunchanagiri Institute of Technology, CHIKKAMAGALUR",College,Karnataka,Chikkamagaluru
ADICHUNCHANAGIRI SCHOOL OF NATURAL SCIENCES,College,Karnataka,Mandya
"Adilok Mahila B Ed College, Goregaon",College,Maharashtra,Gondia
"ADINA COLLEGE OF PHARMACY, SAGAR",College,Madhya Pradesh,Sagar
"Adina Institute of Pharmaceutical Science, Opposite Bamhori Seed Farm, Bhopal Road, Sagar-470002",College,Madhya Pradesh,Sagar
"Adina Institute of Science & Technology, Opposite Bamhori Seed Farm, Bhopal Road, Sagar",College,Madhya Pradesh,Sagar
ADINARAYANA COLLEGE OF NURSING ANAKAPALLE VISAKHAPATNAM,College,Andhra Pradesh,Visakhapatnam
"Adinath Krishi Vikas Pratishthans Arts College, Adinathnagar, Koradgaon, Tal.Pathardi, Dist. Ahmednagar",College,Maharashtra,Ahilyanagar
"ADINATH MAHILA TEACHERS TRAINING COLLEGE, H.M. SEC.11,ADINATH SANSTHAN CAMPUS",College,Rajasthan,Udaipur
"Adinath Parash Mani Skt. College, Rahua Sangram, Madhubani",College,Bihar,Madhubani
"A.D. Institute of Science and Management, Khultabad.",College,Maharashtra,Chhatrapati Sambhajinagar
"Adiparasakthi  college of arts&Science,(Autonomous),G.B.Nagar,Kalavai-632506",College,Tamil Nadu,Ranipet
Adiparasakthi College Of Education,College,Tamil Nadu,Dharmapuri
"Adi Sankara Training College, Sankar Nagar, Mattoor, Kalady, Ernakulam  - 683 574",College,Kerala,Ernakulam
"Adi Shankara Institute of Engineering and Technology, Sankar Nagar, Mattoor,  Kalady- 683 547",College,Kerala,Ernakulam
"Aditanar College of Arts & Science, Virapandianpattinam, Tiruchendur - 628 216 Thoothukudi District.",College,Tamil Nadu,Thoothukkudi
ADITHE SATYANARAYANA PG COLLEGE(MBA),College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema
ADITHYA COLLEGE OF ARTS AND SCIENCE,College,Tamil Nadu,Coimbatore
"Adithya Institue of Management Studies & Resarch (Previous name: Yelahanka College), No.12, Kogilu Main Road, Behind Annapoorneshwari Temple, Yelahanka Bangalore -64.",College,Karnataka,Bengaluru Urban
Adithya Institute of Technology,College,Tamil Nadu,Coimbatore
ADITI COLLEGE OF HOTEL MANAGEMENT AND CIVIL SERVICES WAKSAI TQ MAWAL DIST PUNE,College,Maharashtra,Pune
"ADITI COMPUTER INSTITUTE & ENGINEERING TECHNOLOGY , SATNA",College,Madhya Pradesh,Satna
Aditi Mahavidyalaya,College,Delhi,North West
"ADITI MAHAVIDYALAYA, NAINWA",College,Rajasthan,Bundi
"Aditi Vikas Ayurved  Nursing Training Centre, Sikar",College,Rajasthan,Sikar
Aditya Academy of Architecture & Design,College,Karnataka,Bengaluru Urban
"Aditya Bahuuddeshiya Education Society's Aditya Engineering College, Telgaon Road, Beed.",College,Maharashtra,Beed
"Aditya Bahuuddeshiya Sansthas Ayurved college & Research Centre, Beed",College,Maharashtra,Beed
Aditya B.A & K.R Degree  and  PG College,College,Andhra Pradesh,Prakasam
Aditya Bangalore Institute of Pharmacy Education and Research,College,Karnataka,Bengaluru Urban
ADITYA BASIC BSC NURSING COLLEGE BEED,College,Maharashtra,Beed
"ADITYA B.ED. COLLEGE, JUNAGADH",College,Gujarat,Junagadh
"ADITYA B.ED. COLLEGE, SATNA",College,Madhya Pradesh,Satna
ADITYA COLLEGE,College,Rajasthan,Dausa
ADITYA COLLEGE CITY CENTER,College,Madhya Pradesh,Gwalior
"ADITYA COLLEGE, JABALPUR",College,Madhya Pradesh,Jabalpur
"Aditya College of Agriculture, Telgaon Road, Beed",College,Maharashtra,Beed
ADITYA COLLEGE OF ARCHITECTURE,College,Maharashtra,Mumbai Suburban
"Aditya College of Education, Yerragondapalem",College,Andhra Pradesh,Prakasam
ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,College,Karnataka,Bengaluru Urban
"Aditya College of Engineering, Madanapalle",College,Andhra Pradesh,Chittoor
ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY,College,Andhra Pradesh,East Godavari
"Aditya College of Food Technology, Beed",College,Maharashtra,Beed
Aditya College of Law,College,Uttar Pradesh,Agra
ADITYA COLLEGE OF LAW,College,Karnataka,Bengaluru Urban
ADITYA COLLEGE OF MANAGEMENT,College,Madhya Pradesh,Satna
"ADITYA COLLEGE OF MBA, BEED.",College,Maharashtra,Beed
Aditya College of Nursing,College,Karnataka,Bengaluru Urban
ADITYA COLLEGE OF NURSING,College,Rajasthan,Jalore
"Aditya College of Nursing, Kakinada",College,Andhra Pradesh,East Godavari
ADITYA COLLEGE OF PARA MEDICAL SCIENCES,College,Karnataka,Bengaluru Urban
Aditya College of Pharmacy,College,Andhra Pradesh,East Godavari
ADITYA COLLEGE OF PHARMACY,College,Madhya Pradesh,Satna
ADITYA COLLEGE OF PHARMACY BHALKI,College,Karnataka,Bidar
ADITYA COLLEGE OF PHYSIOTHERAPY,College,Karnataka,Bengaluru Urban
"ADITYA COLLEGE OF PHYSIOTHERAPY, BEED",College,Maharashtra,Beed
Aditya College of Science,College,Maharashtra,Beed
"ADITYA COLLEGE OF TECHNOLOGY AND SCIENCE  ,SATNA",College,Madhya Pradesh,Satna
ADITYA COLLEGE OF TECHNOLOGY SCIENCE AND EDUCATION BARAUA GWALIOR,College,Madhya Pradesh,Gwalior
Aditya Degree and PG College,College,Andhra Pradesh,Visakhapatnam
Aditya Degree and PG College,College,Andhra Pradesh,Vizianagaram
ADITYA DEGREE AND PG COLLEGE,College,Andhra Pradesh,East Godavari
"Aditya Degree and PG College,  Dabagardens, Visakhapatnam",College,Andhra Pradesh,Visakhapatnam
"Aditya Degree and PG College for Women, Rajahmundry",College,Andhra Pradesh,East Godavari
"Aditya Degree  and PG College for Women, Santinagar, Kakinada",College,Andhra Pradesh,Kakinada
"Aditya Degree and PG College, lakshminarayana Nagar, Kakinada",College,Andhra Pradesh,Kakinada
Aditya Degree College,College,Andhra Pradesh,East Godavari
Aditya Degree College,College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema
ADITYA DEGREE COLLEGE,College,Andhra Pradesh,Chittoor
ADITYA DEGREE COLLEGE,College,Andhra Pradesh,Visakhapatnam
ADITYA DEGREE COLLEGE,College,Andhra Pradesh,Srikakulam
ADITYA DEGREE COLLEGE,College,Andhra Pradesh,Eluru
ADITYA DEGREE COLLEGE,College,Andhra Pradesh,NTR
ADITYA DEGREE COLLEGE BODASINGIPETA BONDAPALLI,College,Andhra Pradesh,Vizianagaram
ADITYA DEGREE COLLEGE BVM,College,Andhra Pradesh,West Godavari
ADITYA DEGREE COLLEGE FOR WOMEN,College,Andhra Pradesh,Vizianagaram
"Aditya Degree College, Gajuwaka",College,Andhra Pradesh,Visakhapatnam
"ADITYA DEGREE COLLEGE, Gudivada",College,Andhra Pradesh,Krishna
ADITYA DEGREE COLLEGE ICHAPURAM,College,Andhra Pradesh,Srikakulam
"ADITYA DEGREE COLLEGE, MACHILIPATNAM",College,Andhra Pradesh,Krishna
"ADITYA DEGREE COLLEGE, MULUGU",College,Telangana,Warangal
"ADITYA DEGREE COLLEGE, MUNAGAPAKA, ANAKAPALLI",College,Andhra Pradesh,Visakhapatnam
"ADITYA DEGREE COLLEGE, PALAKOL",College,Andhra Pradesh,West Godavari
"Aditya Degree College, Sondipudi",College,Andhra Pradesh,Srikakulam
"Aditya Degree College, Thadithota, Rajahmundry, EG Dist",College,Andhra Pradesh,East Godavari
Aditya Degree College TPG,College,Andhra Pradesh,West Godavari
"Aditya Degree College Tuni, East Godavari",College,Andhra Pradesh,Kakinada
"Aditya Dental College,Bid",College,Maharashtra,Beed
"ADITYA DIPLOMA INSTITUTE OF PHARMACY,BEED",College,Maharashtra,Beed
"Aditya Dixit Girls Degree College, Odasan, Ghazipur",College,Uttar Pradesh,Ghazipur
"Aditya Educational Foundation's Aditya Institute of Management-AIMS Sr. No. 42(part), Narhe-Ambegaon, Near Springdale School, Pune 411041",College,Maharashtra,Pune
ADITYA EDUCATIONAL FOUNDATIONS JADHAVAR COLLEGE OF LAW,College,Maharashtra,Pune
"Aditya Education Society Beed, Aditya College of Education, Beed.",College,Maharashtra,Beed
ADITYA INSTITUTE OF BCA BBA AND BMS,College,Maharashtra,Beed
"ADITYA INSTITUTE OF MANAGEMENT, SCIENCE AND RESEARCH",College,Puducherry,Puducherry
ADITYA INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,College,Maharashtra,Mumbai Suburban
Aditya Institute of Pharmaceutical,College,Maharashtra,Beed
ADITYA INSTITUTE OF PHARMACY CHALISGAON,College,Maharashtra,Jalgaon
"ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT, K.Kothuru, Tekkali - 532201, Srikakulam District, A.P(CC-A5)",College,Andhra Pradesh,Srikakulam
ADITYA MAHAVIDHALAYA,College,Rajasthan,Dausa
ADITYANATH MEMORIAL COLLEGE,College,Bihar,Banka
"ADITYA PHARMACY COLLEGE, BEED.",College,Maharashtra,Beed
"Aditya Pharmacy College, Surampalem",College,Andhra Pradesh,East Godavari
Aditya Prakash Jalan Teachers Training College,College,Jharkhand,Ranchi
ADITYAS GLOBAL INSTITUTE OF MANAGEMENT,College,Karnataka,Bengaluru South
ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY,College,Gujarat,Ahmedabad
ADITYA VIKRAM SINGH SMRITI HOSPITAL AND RESEARCH CENTRE KOTA SAFIPUR LALGANJ AZAMGARH,College,Uttar Pradesh,Azamgarh
Aditya Womens Degree College,College,Andhra Pradesh,Krishna
ADITYA WOMENS SCIENCE AND COMMERCE DEGREE COLLEGE BHALKI,College,Karnataka,Bidar
Adivasi Arts & Commerce College,College,Gujarat,Mahisagar
ADIVASI ARTS & COMMERCE COLLEGE BHILODA,College,Gujarat,Arvalli
"Adivasi College, Balliguda",College,Odisha,Kandhamal
"ADIVASI KALUYAN TRUST, VIJAYNAGAR KODIYAVADA SANCHALIT J V SOLANKI",College,Gujarat,Sabar Kantha
ADIVASI MAHAVIDYALAY TUNKI,College,Maharashtra,Buldhana
"Adivasi Pragati Mandal Sanchalit Comrade Godavari Shamrao Parulekar College of Arts, Commerce & Science, Talasari, Taluka-Talasari, Dist : Palghar-401 606",College,Maharashtra,Palghar
"ADIVASI SEVA SAMITI NASHIK, SANCHALIT, ARTS, COMMERCE AND SCIENCE COLLEGE, MANUR",College,Maharashtra,Nashik
ADIVASI SEVA SAMITI NASHIK SANCHLIT SAMJSHRI PRASHANTDADA HIRAY ARTS COMMERCE AND SCIENCE COLLEGE SURGANA DIST NASHIK,College,Maharashtra,Nashik
"ADIVASI SEVA SAMITTEE NASHIKS ARTS AND COMMERCE COLLEGE, WADALA, NASHIK, MAHARASHTRA",College,Maharashtra,Nashik
Adiyaman College of Engineering,College,Tamil Nadu,Krishnagiri
"AD KADWE COLLEGE, DUNAWA MULTAI",College,Madhya Pradesh,Betul
"A.D. Mahavidyalaya, Brahmagiri",College,Odisha,Puri
"A.D.M. College for Women (Autonomous) , Nagapattinam - 611 001.",College,Tamil Nadu,Nagapattinam
"Administrative Service Degree College, Nagpur",College,Maharashtra,Nagpur
Admire Institute of Management And Technology,College,Bihar,Begusarai
"Adoni Arts & Science College (PG), Adoni",College,Andhra Pradesh,Kurnool
"A. D. Patel Institute Of Technology, Karamsad",College,Gujarat,Anand
"Adrash Gramin College, Mirjawalimeer",College,Rajasthan,Hanumangarh
ADROIT ACADEMY,College,Karnataka,Kodagu
A Dr Vimal College of Nursing,College,Tamil Nadu,Vellore
ADS COLLEGE AMBAH,College,Madhya Pradesh,Morena
A.D.S. GROUP OF COLLEGE VILL PARVALIA SADAK TEH HUZUR BHOPAL,College,Madhya Pradesh,Bhopal
ADSUL ARTS COMMERCE AND SCIENCE COLLEGE,College,Maharashtra,Ahilyanagar
ADSUL COMPUTER AND MANAGEMENT INSTITUTE,College,Maharashtra,Ahilyanagar
"Adusumilli Gopalakrishnaiah and sugarcane grower Siddhartha Degree College of Arts and Science, Vuyyuru",College,Andhra Pradesh,Krishna
"ADVAITHA COLLEGE OF NURSING, ANANTAPURAMU",College,Andhra Pradesh,Ananthapuramu
"Advait Mahila Mahavidyalaya, Dausa",College,Rajasthan,Dausa
ADVANCE CANCER INSTITUTE BATHINDA,College,Punjab,Bathinda
ADVANCE COLLEGE OF EDUCATION,College,Uttar Pradesh,Kanpur Nagar
ADVANCE COLLEGE OF PHARMACY DATIA,College,Madhya Pradesh,Datia
ADVANCE COMPUTER,College,Madhya Pradesh,Ujjain
ADVANCE COMPUTER CENTER SAGAR,College,Madhya Pradesh,Sagar
Advance Courses of Computer Application,College,Madhya Pradesh,Narsimhapur
ADVANCE COURSES OF COMPUTER APPLICATION JABALPUR,College,Madhya Pradesh,Jabalpur
Advanced Computing  Education Center,College,Madhya Pradesh,Betul
Advanced Information and Management Studies 198,College,West Bengal,Paschim Bardhaman
ADVANCED INSTITUTE OF EDUCATION,College,Haryana,Faridabad
"Advanced Institute of Technology & Management, Aurangabad, Tehsil Hodal, Palwal",College,Haryana,Palwal
"ADVANCED POST GRADUATE CENTRE, LAM FARM, GUNTUR",College,Andhra Pradesh,Guntur
ADVANCE INFOTECH,College,Madhya Pradesh,Chhindwara
"ADVANCE INSTITUTE OF BIOTECH AND PARAMEDICAL SCIENCES, KANPUR",College,Uttar Pradesh,Kanpur Nagar
"Advance Institute of Pharmacy, 70 KM-Delhi Mathura Road, Aurangabad, Faridabad",College,Haryana,Faridabad
"Advance Science & Commerce College, Ujjain",College,Madhya Pradesh,Ujjain
ADV B D HAMBARDE VIDHI MAHAVIDYALAYA ASHTI,College,Maharashtra,Beed
Adv Bhagwan Keni Charitable Trusts Jai Bhagwan College of Law,College,Maharashtra,Thane
Adv. Bhagwan Keni Shikshan Prasarak Mandal Devta College of Education & Research at Kharegaon Kalwa Thane 400 605,College,Maharashtra,Thane
ADVENT AYURVED COLLEGE,College,Rajasthan,Pali
"ADVENT COLLEGE, FALNA, PALI",College,Rajasthan,Pali
ADVENT COLLEGE OF PHARMACY,College,Rajasthan,Pali
Adventist College of Nursing,College,Karnataka,Bengaluru Urban
"ADVIKA ARTS, COMMERCE AND SCIENCE WOMENS COLLEGE, BIBI",College,Maharashtra,Buldhana
ADVIKA MAHAVIDYALAYA BIBI,College,Maharashtra,Buldhana
"ADVIKA SAVALKAR MAHILA ARTS, SCIENCE AND COMMERCE COLLEGE",College,Maharashtra,Washim
Advitya Degree College,College,Karnataka,Bengaluru Rural
"ADV M Z SIDDIQUI LAW COLLEGE, NANDED",College,Maharashtra,Nanded
"Adv. N.S. Ganguwar College of Education, Gadchiroli",College,Maharashtra,Gadchiroli
"A.D.V.S. Arts & Commerce First Grade College, Sasvehalli",College,Karnataka,Davanagere
ADV SHARDULRAO SUDHAKARRAO JADHAVAR COLLEGE OF LAW,College,Maharashtra,Pune
"Adv Vitthalrao Banpurkar Arts Commerce College, Malewada",College,Maharashtra,Gadchiroli
"Adv. Yadavrao Dhote Smruti Mahavidyalaya, Rajura",College,Maharashtra,Chandrapur
"Adwaita Malla Barman Smriti Mahavidyalaya, Amarpur",College,Tripura,Gomati
Adwaita Mission Institute of Technology,College,Bihar,Banka
ADWAITA MISSION LAW COLLEGE,College,Bihar,Banka
ADWAITA MISSION TRAINING COLLEGE,College,Bihar,Banka
ADWAIT ARTS COLLEGE JASARA,College,Gujarat,Banas Kantha
ADWIKA INSTITUTE OF NURSING,College,Karnataka,Bengaluru Urban
ADYAPEATH ANNADA B.ED. COLLEGE,College,West Bengal,North 24 Parganas
ADYAR LAW COLLEGE,College,Karnataka,Dakshina Kannada
A E C S Maruthi College of Nursing,College,Karnataka,Bengaluru Urban
AECS Pavan College of Nursing,College,Karnataka,Kolar
"AE & CS Pavan College Physical Education, Kolar-563 101.",College,Karnataka,Kolar
"AE & CS Ramapriya College of Education, Bangalore Chennai Bye pass Road, Mulbagal, Kolar District.",College,Karnataka,Kolar
"AEC Training College and Centre, Pachmarhi, Dist. Hoshangabad",College,Madhya Pradesh,Narmadapuram
AEKLAVYA SCI. MGT. AND I.T. COLLEGE AMARWARA,College,Madhya Pradesh,Chhindwara
"Aeronautics College, Sunabeda",College,Odisha,Koraput
AERP INSTITUTE OF BUSINESS MANAGEMENT,College,Haryana,Palwal
AES COLLEGE OF ARTS AND SCIENCE,College,Tamil Nadu,Krishnagiri
"A.E.S.College, Tarbha",College,Odisha,Sonepur
"AES National College, Gowribidanur-561208",College,Karnataka,Chikkaballapura
AET Arts & Science College,College,Tamil Nadu,Salem
AET College,College,Karnataka,Bengaluru Urban
"AET College of Education,Swarnasandra",College,Karnataka,Mandya
AFARWAT COLLEGE OF EDUCATION,College,Jammu and Kashmir,Baramulla
A F C I INSTITUTE OF MANAGEMENT COLLEGE,College,Uttarakhand,Tehri Garhwal
AFZALGARH LAW COLLEGE,College,Uttar Pradesh,Bijnor
"Afzalgarh Mahavidyalaya, Afzalgarh",College,Uttar Pradesh,Bijnor
Agalpur Science College,College,Odisha,Balangir
AGANIMANI SANSKRIT COLLEGE,College,Odisha,Balasore
Agarapada College,College,Odisha,Bhadrak
"Agarsen Degree College, Padampur",College,Rajasthan,Ganganagar
AGARTALA GOVERNMENT DENTAL COLLEGE AND IGM HOSPITAL,College,Tripura,West Tripura
Agartala Government Medical College,College,Tripura,West Tripura
A.G. Arts and Science College,College,Tamil Nadu,Tiruppur
"Agarwal College, Merta City",College,Rajasthan,Nagaur
AGARWAL GIRLS COLLEGE,College,Rajasthan,Ganganagar
"Agarwal Girls College, Kishangarh",College,Rajasthan,Ajmer
"Agarwal Girls College, Merta City",College,Rajasthan,Nagaur
"Agarwal Girls T.T. College, Merta City",College,Rajasthan,Nagaur
"Agarwal Shikshak Prashikshan Mahavidyalaya, Merta City",College,Rajasthan,Nagaur
Agarwal Vidya Vihar English Medium College,College,Gujarat,Surat
"Agashi Virar Arnala Education Society's Padmashree Bhausaheb Vartak College, Jivdani Panch Payri, Naringi,  Virar (E), Dist. Palghar-401305",College,Maharashtra,Palghar
AGASTYA AYURVEDA MEDICAL COLLEGE AND HOSPITAL KOPPAL,College,Karnataka,Koppal
Agastya Computer and IT,College,Madhya Pradesh,Rewa
AGASTYA NURSING COLLEGE KOPPAL,College,Karnataka,Koppal
"A.G.B. First Grade College, Davangere",College,Karnataka,Davanagere
A.G. College of Education,College,Tamil Nadu,Coimbatore
A G COLLEGE OF NURSING,College,Jharkhand,Bokaro
"Aggarwal College, BALLABGARH",College,Haryana,Faridabad
"AGGARWAL COLLEGE OF EDUCATION, BALLABGARH",College,Haryana,Faridabad
"AGGARWAL COLLEGE OF EDUCATION, HODAL",College,Haryana,Palwal
AGGARWAL COLLEGE OF LAW WOMEN BALLABGARH FARIDABAD,College,Haryana,Faridabad
"Aggarwal College of  Nursing, Tehsil Road,  Guru Harsahai, Distt.  Ferozepur",College,Punjab,Ferozepur
A G HASHMI DEGREE COLLEGE,College,Uttar Pradesh,Balrampur
Aghore Kamini Prakash Chandra Mahavidyalaya,College,West Bengal,Hooghly
Agia College,College,Assam,Goalpara
"A.G I COLLEGE OF EDUCATION,REWA ROAD ,SATNA",College,Madhya Pradesh,Satna
"A.G.K.M.College, Sattenapalli",College,Andhra Pradesh,Guntur
A G L Degree College S KOTA,College,Andhra Pradesh,Vizianagaram
"AGM BBA AND BCA COLLEGE, VARUR",College,Karnataka,Dharwad
A G M COLLEGE OF NURSING,College,Karnataka,Dharwad
AGM COLLEGE OF PHARMACY VARUR POST HUBBALLI TQ DHARWAD  DIST,College,Karnataka,Dharwad
AGM Homeopathic Medical College and Hospital,College,Karnataka,Dharwad
"AGM Rural College of Engineering & Technology,  VARUR",College,Karnataka,Dharwad
AGNEL INSTITUTE OF ENGINEERING AND MANAGEMENT,College,Goa,North Goa
Agnel School of Law,College,Maharashtra,Thane
AGNIBINA COLLEGE OF PHARMACY,College,West Bengal,Murshidabad
Agnibina School of Education,College,West Bengal,Birbhum
Agni College of Technology,College,Tamil Nadu,Chengalpattu
Agnihotri College of Engineering Nagthana road,College,Maharashtra,Wardha
Agnihotri College of Law,College,Maharashtra,Wardha
AGNOS COLLEGE OF TECHNOLOGY,College,Madhya Pradesh,Bhopal
"Agnus Degree College,  Jainoor (V&M)",College,Telangana,Adilabad
A G PADMAVATHI COLLEGE OF NURSING,College,Puducherry,Puducherry
A G PATIL INSTITUTE OF TECHNOLOGY  18 2A2  PRATANAGER SOREGON ROAD,College,Maharashtra,Solapur
AGRABHAN INSTITUTE OF EXCELLENCE,College,Madhya Pradesh,Sagar
"AGRA COLLEGE, AGRA",College,Uttar Pradesh,Agra
AGRA EDUCATION COLLEGE,College,Uttar Pradesh,Mathura
AGRAGAMI INSTITUTE OF COMPUTERS AND ADVANCED MANAGEMENT STUDIES,College,Karnataka,Bengaluru Urban
AGRAGATI INSTITUTE OF HEALTH SCIENCES NURSING EDUCATION UNIT,College,West Bengal,Howrah
AGRANI COLLEGE OF PHARMACY,College,Rajasthan,Jaipur
AGRA PUBLIC COLLEGE OF HIGHER EDUCATION AND RESEARCH CENTRE,College,Uttar Pradesh,Agra
"AGRA PUBLIC COLLEGE OF TECHNOLOGY AND MANAGEMENT, AGRA",College,Uttar Pradesh,Agra
"AGRA PUBLIC TEACHERS TRANING COLLEGE ARTONI, AGRA",College,Uttar Pradesh,Agra
AGRASEN AYURVED NURSING COLLEGE BHARATPUR,College,Rajasthan,Bharatpur
AGRASEN COLLEGE,College,Rajasthan,Jaipur
AGRASEN COLLEGE OF PHARMACY,College,Chhattisgarh,Balod
Agrasen Mahavidyalaya Ghanora,College,Chhattisgarh,Durg
Agrasen Mahavidyalaya Purani Basti,College,Chhattisgarh,Raipur
"AGRASEN MAHILA SHIKSHAK PRASHIKSHAN SANSTHAN, KHERLI",College,Rajasthan,Alwar
Agrasen.(P.G.) College Sikandrabad (Bulandshahr) Mob.No.9837429096 05732-269337,College,Uttar Pradesh,Bulandshahr
"AGRA VANASTHALI MAHAVIDYALAYA JHARNA NALA, CHALLESOR",College,Uttar Pradesh,Agra
"Agrawal Evening College, Jaipur",College,Rajasthan,Jaipur
"AGRAWAL INSTITUTE OF PHARMACY, JAIPUR",College,Rajasthan,Jaipur
"Agrawal Kanya Mahavidhyalaya, Gangapurcity",College,Rajasthan,Sawai Madhopur
"Agrawal Mahila T.T. College, Gangapurcity",College,Rajasthan,Sawai Madhopur
"Agrawal P.G. College, Jaipur",College,Rajasthan,Jaipur
"Agrawal Shikshak Prashikshan Mahavi., Jaipur",College,Rajasthan,Jaipur
AGR College of Arts and Science Degree College,College,Andhra Pradesh,Chittoor
AGRICULTURAL COLLEGE ADILABAD,College,Telangana,Adilabad
AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE,College,Tamil Nadu,Pudukkottai
AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE,College,Tamil Nadu,Nagapattinam
"AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE, CHETTINAD",College,Tamil Nadu,Sivaganga
"Agricultural College and Research Institute, Coimbatore",College,Tamil Nadu,Coimbatore
"AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE, KARUR",College,Tamil Nadu,Karur
"Agricultural College and Research Institute, Madurai",College,Tamil Nadu,Madurai
"Agricultural College and Research Institute, Thiruvannamalai",College,Tamil Nadu,Tiruvannamalai
"Agricultural College, Aswaraopet",College,Telangana,Khammam
"Agricultural College, Bapatla",College,Andhra Pradesh,Guntur
"Agricultural College, Jagtial",College,Telangana,Karimnagar
"Agricultural College, Mahanandi",College,Andhra Pradesh,Kurnool
"Agricultural College, Naira",College,Andhra Pradesh,Srikakulam
"AGRICULTURAL COLLEGE, PULIVENDULA",College,Andhra Pradesh,Y.S.R. Kadapa
"Agricultural College, Rajahmundry",College,Andhra Pradesh,East Godavari
"Agricultural College, Sirsilla",College,Telangana,RAJANNA SIRCILLA
AGRICULTURAL COLLEGE TORNALA,College,Telangana,Siddipet
"AGRICULTURAL COLLEGE, WARANGAL",College,Telangana,Warangal
"Agricultural Development Trusts Sharadabai Pawar Mahila Arts, Commerce & Science College, Pune",College,Maharashtra,Pune
"Agricultural Engineering College and Research Institute, Coimbatore",College,Tamil Nadu,Coimbatore
"Agricultural Engineering College and Research Institute, Tiruchirappalli",College,Tamil Nadu,Tiruchirappalli
AGRICULTURAL POLYTECHNIC,College,Andhra Pradesh,Sri Potti Sriramulu Nellore
AGRICULTURAL POLYTECHNIC,College,Andhra Pradesh,Krishna
"AGRICULTURAL POLYTECHNIC OF SEED TECHNOLOGY, J M PURAM, GURAZALA",College,Andhra Pradesh,Palnadu
"Agricultural Research Station, Adiya",College,Gujarat,Patan
"Agricultural Research Station, Aseda",College,Gujarat,Banas Kantha
"Agricultural Research Station, Bhachau",College,Gujarat,Kachchh
"Agricultural Research Station, Bhiloda",College,Gujarat,Sabar Kantha
"Agricultural Research Station, Dehgam",College,Gujarat,Gandhinagar
"Agricultural Research Station, Khedbrahma",College,Gujarat,Sabar Kantha
"Agricultural Research Station, Kholwada",College,Gujarat,Patan
"Agricultural Research Station, Kothara",College,Gujarat,Kachchh
"Agricultural Research Station, Ladol",College,Gujarat,Mahesana
"Agricultural Research Station, Mundra",College,Gujarat,Kachchh
"Agricultural Research Station, Radhanpur",College,Gujarat,Patan
"Agricultural Research Station, Rapar",College,Gujarat,Kachchh
"Agricultural Research Station, Talod",College,Gujarat,Sabar Kantha
AGRICULTURE COLLEGE GARHWA,College,Jharkhand,Garhwa
"Agriculture College, Palem",College,Telangana,Mahabubnagar
AGRICULTURE DIPLOMA COLLEGE,College,Karnataka,Bidar
AGRICULTURE POLYTECHNIC RAMPACHODAVARAM,College,Andhra Pradesh,Alluri Sitharama Raju
AGROPOLYTECHNIC CENTRE FISHERY SCIENCE OUAT RANGEILUNDA BERHAMPUR,College,Odisha,Ganjam
"AGRSEN MAHILA MAHAVIDHYALAYA, KHERLI",College,Rajasthan,Alwar
AGURCHAND MANMULL JAIN COLLEGE,College,Tamil Nadu,Chengalpattu
AHALIA AYURVEDA MEDICAL COLLEGE,College,Kerala,Palakkad
AHALIA COLLEGE OF NURSING PALAKKAD,College,Kerala,Palakkad
AHALIA SCHOOL OF COMMERCE AND MATHEMATICS,College,Kerala,Palakkad
"AHALIA SCHOOL OF ENGINEERING & TECHNOLOGY, KOZHIPPARA",College,Kerala,Palakkad
"AHALIA SCHOOL OF MANAGEMENT, KOZHIPPARA",College,Kerala,Palakkad
Ahalia School of Optometry & Research Centre,College,Kerala,Palakkad
Ahalia School of Paramedical Sciences,College,Kerala,Palakkad
Ahalia School of Pharmacy,College,Kerala,Palakkad
"Ahangran Girls College, Jaipur",College,Rajasthan,Jaipur
AHDP DAG JHALAWAR,College,Rajasthan,Jhalawar
Ahilya Bai College of Nursing,College,Delhi,Central
AHILYABAI HOLKAR ARTS AND SCIENCE COLLEGE,College,Maharashtra,Jalna
"AHILYABAI HOLKAR COLLEGE OF SCIENCE AND TECHNOLOGY, ASLEMPUR",College,Uttar Pradesh,Moradabad
AHILYABAI HOLKAR MAHILA MAHAVIDYALAYA AKOT,College,Maharashtra,Akola
