Name,Category,State,City
"Sahaya College of Education, Tirupati",College,Andhra Pradesh,Chittoor
SAHAYOGA COLLEGE OF NURSING,College,Odisha,Rayagada
SAHDEI DEVI BHUWAR PRASAD MAHAVIDYALAYA,College,Uttar Pradesh,Prayagraj
SAHDEV  BALDEV  RAMESHWAR  SARASWATI  SHIKSHAN  SANSTHAN,College,Uttar Pradesh,Ballia
"SAHDEV PRASAD YADAV COLLEGE, KARPI, ARWAL",College,Bihar,Arwal
SAHEBRAOJI BUTTEPATIL MAHAVIDYALAYA,College,Maharashtra,Pune
Saheed Anurup Chandra Mahavidyalaya,College,West Bengal,South 24 Parganas
"SAHEED BELMATI CHAUHAN GOVERNMENT DEGREE COLLEGE, POKHRI (QUILI)",College,Uttarakhand,Tehri Garhwal
"Saheed Bhagat Singh Baba Murali Mahila Degree College, Sadat",College,Uttar Pradesh,Ghazipur
"SAHEED BHAGAT SINGH COLLEGE, ICHHAWAR",College,Madhya Pradesh,Sehore
"Saheed Bhagat Singh College, Nohar",College,Rajasthan,Hanumangarh
"Saheed Bhagat Singh Degree College, Khandadeuli",College,Odisha,Ganjam
"Saheed Bhima Nayak Govt. P.G. College, Barwani",College,Madhya Pradesh,Barwani
Saheed Capt. D.K.Khola College of Education,College,Uttarakhand,Udham Singh Nagar
SAHEED CAPT. D.K. KHOLA COLLEGE OF EDUCATION,College,Haryana,Rewari
Saheed Capt. D.K.Khola College of Management and Technology,College,Haryana,Rewari
"SAHEED KASHI RAM COLLEGE OF PHYSICAL EDUCATION, BHAGOO MAJRA KHARAR",College,Punjab,S.A.S Nagar
"SAHEED KASHI RAM MEMORIAL COLLEGE, BHAGOO MAJRA KHARAR",College,Punjab,S.A.S Nagar
"SAHEED KSHUDIRAM COLLEGE, JALPAIGURI",College,West Bengal,Jalpaiguri
"Saheed Laxman Nayak Degree College, Baipariguda",College,Odisha,Koraput
Saheed Laxman Nayak Medical College and Hospital,College,Odisha,Koraput
Saheed Nurul Islam Mahavidyalaya,College,West Bengal,North 24 Parganas
"SAHEED RAVIKANT MEMORIAL B.Ed. COLLEGE, DALSAGAR, BUXAR",College,Bihar,Buxar
"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna,Kalahandi",College,Odisha,Kalahandi
"SAHIBGANJ COLLEGE, SAHIBGANJ",College,Jharkhand,Sahebganj
"SAHIBZADA ZORAWAR SINGH GOVERNMENT COLLEGE, BURJ HARI SINGH RAIKOT",College,Punjab,Ludhiana
"SAHID BHAGAT SINGH COLLEGE OF NURSING, NAGAUR",College,Rajasthan,Nagaur
"Sahid Captain Ripudaman Law College, Sawaimadhopur",College,Rajasthan,Sawai Madhopur
"Sahid Captain Vijay Pratap Singh Mahavidyalaya, Awajapur, Sakaldiha, Chandauli",College,Uttar Pradesh,Varanasi
SAHID KHUDIRAM COLLEGE OF EDUCATION,College,West Bengal,Purba Medinipur
"Sahid Raghu Dibakar College, Gadapanikilo, Nayagarh",College,Odisha,Nayagarh
"Sahid Ramkesh Meena Government College, Sikrai (Dausa)",College,Rajasthan,Dausa
SAHITHI DEGREE COLLEGE,College,Telangana,Mahabubnagar
SAHITHI DEGREE COLLEGE FOR WOMEN,College,Telangana,Ranga Reddy
"SAHITHI DEGREE COLLEGE, MADDUR",College,Telangana,Warangal
"Sahithi Degree Collelge,Jangaon (V&M)",College,Telangana,Warangal
SAHITHI WOMENS DEGREE COLLEGE METPALLY,College,Telangana,Jagitial
Sahitya Degree College,College,Andhra Pradesh,Y.S.R. Kadapa
"Sahkari P.G.College Mihrawan , Jaunpur",College,Uttar Pradesh,Jaunpur
"Sahkar Maharshi Late Bhaskarrao Shingane  Arts College, Khamgaon",College,Maharashtra,Buldhana
"Sahkar Maharshi Manikrao Palodkar College, Ajintha, Sillod.",College,Maharashtra,Chhatrapati Sambhajinagar
"SAHNAAJ COLLEGE OF NURSING, JAIPUR",College,Rajasthan,Jaipur
"Sahodaran Ayyappan Memorial College of Education, Poothotta- 682 307",College,Kerala,Ernakulam
"Sahodaran Ayyappan Smaraka SNDP Yogam College, Konni- 689 691",College,Kerala,Pathanamthitta
"SAHRDAYA COLLEGE OF ADVANCED STUDIES, KODAKARA",College,Kerala,Thrissur
SAHRDAYA COLLEGE OF ENGINEERING & TECHNOLOGY,College,Kerala,Thrissur
SAHRDAYA INSTITUTE OF MANAGEMENT STUDIES,College,Kerala,Thrissur
"Sahu Jain College, Najibabad",College,Uttar Pradesh,Bijnor
Sahu Ram Swaroop Mahila Mahavidyalaya,College,Uttar Pradesh,Bareilly
SAHYA ARTS AND SCIENCE COLLEGE,College,Kerala,Malappuram
"Sahyadri Arts College, Shivamogga",College,Karnataka,Shivamogga
SAHYADRI ARTS COMMERCE AND SCIENCE COLLEGE SAWARGAON,College,Maharashtra,Chhatrapati Sambhajinagar
"Sahyadri Bahujan Vidya Prasarak Samaj, Loknete Balasaheb Thorat Art, Commerce & Science College, Talegaon Dighe, Tal. Sangamner, Dist- Ahmednagar",College,Maharashtra,Ahilyanagar
"SAHYADRI COLLEGE OF AGRICULTURAL ENGINEERING, YESHWANTNAGAR",College,Maharashtra,Satara
"SAHYADRI COLLEGE OF AGRICULTURE, YESHWANTNAGAR KARAD",College,Maharashtra,Satara
"Sahyadri College of Engineering & Management, MANGALURU",College,Karnataka,Dakshina Kannada
SAHYADRI COLLEGE OF HOTEL MANAGEMENT AND TOURISM,College,Maharashtra,Ratnagiri
Sahyadri College of Nursing,College,Karnataka,Dakshina Kannada
SAHYADRI COLLEGE OF PHARMACY METHWADE TAL . SANGOLA  DIST-SOLAPUR,College,Maharashtra,Solapur
Sahyadri Commerce and Management College,College,Karnataka,Shivamogga
SAHYADRI DEGREE COLLEGE,College,Karnataka,Kolar
SAHYADRI FIRST GRADE COLLEGE,College,Karnataka,Bengaluru Rural
SAHYADRI INSTITUTE OF COMMERCE,College,Karnataka,Chikkamagaluru
SAHYADRI MAHAVIDYALAY SAWARGAON,College,Maharashtra,Chhatrapati Sambhajinagar
SAHYADR INSTITUTE OF BSC NURSING EDUCATION CHINCHOLIRAO LATUR,College,Maharashtra,Latur
Sahyadri Parisar Shikshan Prasarak Mandals  Shri Manohar Hari Khapane College of Arts & Commerce Pachal  Tal-Rajapur Dist Ratnagiri 416 704.,College,Maharashtra,Ratnagiri
"Sahyadri Science College, Shimoga.",College,Karnataka,Shivamogga
Sahyadri Shaikshan Seva Mandals College of Arts and Commerce at Juchandra  Tal Vasai  Dist Thane 401 202,College,Maharashtra,Palghar
"Sahyadri Shikshan Mandals Mahant Jamanadas Maharaj Arts, Commerce  & Science College, Karnjali, Tal. Peth, Dist.Nashik",College,Maharashtra,Nashik
Sahyadri Shikshan Sanstha College of Science B.Sc.(I.T.) and B.Sc. ( Computer Science) at Sawarde Tal Chiplun Dist Ratnagiri,College,Maharashtra,Ratnagiri
"Sahyadri Shikshan Sansthas Arts and Science College Sawarde, At Post Sawarde,Tal. Chiplun, Dist. Ratnagiri-415606",College,Maharashtra,Ratnagiri
Sahyadri Shikshan Sansthas  B.A. Alias Bhaisaheb Sawant Adhyapak Mahavidyalaya Sawarde Taluka  Chiplun Dist.  Ratnagiri,College,Maharashtra,Ratnagiri
"SAHYADRI SHIKSHAN SANSTHAS GOVINDRAO NIKAM COLLEGE OF PHARMACY, SAWARDE, RATNAGIRI",College,Maharashtra,Ratnagiri
"SAHYADRI SHIKSHAN SANSTHAS SAHYADRI INSTITUTE OF MANAGEMENT AND RESEARCH, SAWARDE, CHIPLUN",College,Maharashtra,Ratnagiri
SAHYAJYOTHI ARTS AND SCIENCE COLLEGE,College,Kerala,Idukki
SAHYOG COLLEGE OF ARTS COMMERCE AND SCIENCE,College,Maharashtra,Thane
SAHYOG EVENING COLLEGE GIRIDIH,College,Jharkhand,Giridih
SAHYOGI LAW COLLEGE,College,Uttar Pradesh,Bara Banki
"SAHYOGI R.B. DEGREE COLLEGE, KHUSHHALPUR, BARABANKI",College,Uttar Pradesh,Bara Banki
"Sahyog Pratishthans, Sahyog College of Management Studies, Indraratna Palace, B- Wing, 2nd Floor, Jambhali Naka, Thane (W) - 400 601",College,Maharashtra,Thane
"Sahyog Seva Bhavi Sanstha College  of Education Vishnupuri, Nanded",College,Maharashtra,Nanded
SAI ACADEMY OF MANAGEMENT STUDIES,College,Odisha,Khordha
SAI ADARSHA DEGREE COLLEGE,College,Odisha,Mayurbhanj
SAI ARTS COMMERCE AND SCIENCE COLLEGE FOR WOMEN MUNDIKOTA TALUKA  TIRODA DIST GONDIA,College,Maharashtra,Gondia
SAI AYURVED COLLEGE AND RESEARCH INSTITUTE,College,Maharashtra,Chhatrapati Sambhajinagar
Sai Ayurved College Hospital  Research Center Vairag,College,Maharashtra,Solapur
Saibaba Arts and Science College,College,Maharashtra,Nagpur
SAI BABA ARTS COMMERCE AND SCIENCE COLLEGE BALLARI,College,Karnataka,Ballari
SAI BABA BED COLLEGE AKKAYAPALLI KADAPA,College,Andhra Pradesh,Y.S.R. Kadapa
SAI BABA COLLEGE OF EDUCATION,College,Bihar,Muzaffarpur
"SAI BABA GAURI BABA SHRI ARJUN SINGH MAHAVIDYALAY, WALLIPUR , NEWADA",College,Uttar Pradesh,Ambedkar Nagar
"SAI BABA INSTITUTE OF PHARMACEUTICAL SCIENCES, MUZAFFARPUR",College,Bihar,Muzaffarpur
SAI BALAJI COLLEGE OF MEDICAL LAB TECHNOLOGY,College,Andhra Pradesh,Prakasam
SAI BALAJI COLLEGE OF PHYSIOTHERAPY,College,Andhra Pradesh,Prakasam
"SAIBALAJI EDUCATION SOCIETYS INTERNATIONAL INSTITUTE OF MANAGEMENT AND HUMAN RESOURCE DEVELOPMENT FOR WOMEN, PUNE",College,Maharashtra,Pune
SaiBalaji International Institute of Management Sciences,College,Maharashtra,Pune
SAI B Ed D El Ed COLLEGE,College,Bihar,Rohtas
SAI CARE COLLEGE OF NURSING NASHIK,College,Maharashtra,Nashik
"SAI CARE COLLEGE OF PHARMACY, AZAMGARH",College,Uttar Pradesh,Azamgarh
SAI CARE COLLEGE OF PHARMACY NASHIK,College,Maharashtra,Nashik
SAI CARE COLLEGE OF PHYSIOTHERAPY NASHIK,College,Maharashtra,Nashik
Sai Chaitanya Degree College,College,Telangana,Hyderabad
Sai Chaitanya Degree College,College,Telangana,Ranga Reddy
Sai Chaitanya Degree College Giddalur,College,Andhra Pradesh,Prakasam
"SAI CHAITANYA DEGREE COLLEGE, NERADIGONDA",College,Telangana,Adilabad
Sai College Bhilai,College,Chhattisgarh,Durg
"SAI COLLEGE ( MAHILA ), PILIBHIT",College,Uttar Pradesh,Pilibhit
SAI COLLEGE OF B DESIGN,College,Maharashtra,Ahilyanagar
"Sai College of Computer Education, Sai Nagar, Ranjani, Kalamb.",College,Maharashtra,Dharashiv
Sai college of Education,College,Bihar,Jehanabad
SAI COLLEGE OF EDUCATION,College,Punjab,Sangrur
SAI COLLEGE OF EDUCATION,College,Uttar Pradesh,Mahoba
"Sai College of Education, Jadla, NawanShehar",College,Punjab,Shahid Bhagat Singh Nagar
Sai College of Education Mahila Mahavidyalaya Laphiya Lalganj Azamgarh,College,Uttar Pradesh,Azamgarh
"SAI COLLEGE OF EDUCATION, SARDULAPUR",College,Punjab,Hoshiarpur
SAI COLLEGE OF HOTEL MANAGEMENT,College,Odisha,Kandhamal
SAI COLLEGE OF NURSING,College,Odisha,Kandhamal
SAI COLLEGE OF NURSING,College,Odisha,Jajpur
SAI COLLEGE OF NURSING AND PARAMEDICAL COLLEGE,College,Madhya Pradesh,Vidisha
SAI COLLEGE OF NURSING DEHRADUN,College,Uttarakhand,Dehradun
"SAI COLLEGE OF NURSING, KHANDWA",College,Madhya Pradesh,Khandwa (East Nimar)
"Sai College of Nursing, Rajahmundry",College,Andhra Pradesh,East Godavari
SAI COLLEGE OF PHARMACY,College,Uttarakhand,Dehradun
SAI COLLEGE OF PHARMACY,College,Bihar,Sheikhpura
SAI COLLEGE OF PHARMACY,College,Maharashtra,Bhandara
"SAI COLLEGE OF PHARMACY, SIKATIYA, MAU",College,Uttar Pradesh,Mau
SAI COLLEGE OF PHYSIOTHERAPY,College,Odisha,Jajpur
SAI COLLEGE OF PHYSIOTHERAPY AND REHABILITATION,College,Andhra Pradesh,East Godavari
SAI COLLEGE OF SPECIAL EDUCATION AND RESEARCH,College,Rajasthan,Jhalawar
"Sai college of Teachers Training ,Onama",College,Bihar,Sheikhpura
"SAI COLLEGE,VINDHYA NAGAR,SINGRAULI",College,Madhya Pradesh,Singrauli
SAI COMPUTER AND I T INSTITUTE SLEEMNABAD,College,Madhya Pradesh,Katni
SAI COMPUTER EDUCATION INSTITUTE BALAGHAT,College,Madhya Pradesh,Balaghat
"Sai Deepthi College of Physical Education, Edulapalem Village, Pathipadu, Guntur District",College,Andhra Pradesh,Guntur
"Sai Degree College,",College,Andhra Pradesh,Kurnool
"SAI DEGREE COLLEGE, BARIPADA",College,Odisha,Mayurbhanj
"SAI DEGREE COLLEGE, FATEHPUR, BARABANKI",College,Uttar Pradesh,Bara Banki
"Sai Degree College, Markapur (Trinity)",College,Andhra Pradesh,Prakasam
"Saifee Golden Jubilee Quaderia College, Burhanpur",College,Madhya Pradesh,Burhanpur
"Saifia Arts College, Ahmedabad Palace, Bhopal",College,Madhya Pradesh,Bhopal
"Saifia Hamidia Unani Tibbia College, Burhanpur",College,Madhya Pradesh,Burhanpur
"Sai Ganapathi Engineering College for Women, Gidijala, Anandapuram (M),  PIN-531173 (CC-6F)",College,Andhra Pradesh,Visakhapatnam
sai gaytri bed cololege,College,Andhra Pradesh,Vizianagaram
"SAI HOMOEOPATHY MEDICAL COLLEGE, SASURE VAIRAG",College,Maharashtra,Solapur
SAI HOSPITAL AND COLLEGE OF NURSING,College,Uttar Pradesh,Sonbhadra
Sai Institute of  College of Physiotherapy,College,Telangana,Karimnagar
SAI INSTITUTE OF COMPUTER SCIENE,College,Madhya Pradesh,Shajapur
SAI INSTITUTE OF LAW COLLEGE,College,Uttar Pradesh,Mirzapur
SAI INSTITUTE OF MANAGEMENT,College,Madhya Pradesh,Barwani
SAI INSTITUTE OF MEDICAL SCIENCES,College,Uttarakhand,Udham Singh Nagar
SAI INSTITUTE OF NURSING,College,Uttar Pradesh,Mau
SAI INSTITUTE OF NURSING EDUCATION,College,Tamil Nadu,Coimbatore
SAI INSTITUTE OF NURSING SCIENCES,College,Karnataka,Vijayanagara
"Sai Institute of Paramedical and Allied Science, 26/26 A, Rajpur Road, Dehradun",College,Uttarakhand,Dehradun
SAI INSTITUTE OF PROFESSIONAL STUDIES,College,Odisha,Sambalpur
SAI KALA VANIJYA PRASHYASKIYA MAHAVIDYALAY MUNDIKOTA,College,Maharashtra,Gondia
"SAI KRIPA SHIKSHAN PRASHIKSHAN SANSHTHAN, DUNDI AMANIGANJ",College,Uttar Pradesh,Ayodhya
"Sai Kripa Vigyan Mahavidhyalaya, Betul",College,Madhya Pradesh,Betul
"Sai Krishna P.G College, Wanaparthy",College,Telangana,Mahabubnagar
"SAIKRUPA COLLEGE OF AGRICULTURE, GHARGAON",College,Maharashtra,Ahilyanagar
"Saikrupa College of Nursing, Kadapa",College,Andhra Pradesh,Y.S.R. Kadapa
SAIKRUPA INSTITTUE OF FASHION DESIGN,College,Maharashtra,Ahilyanagar
SAIKRUPA INSTITUTE OF PHARMACY,College,Maharashtra,Ahilyanagar
SAILABALA INSTITUTE OF NURSING AND MEDICAL SCIENCE,College,Odisha,Koraput
Sailajananda Falguni Smriti Mahavidyalaya,College,West Bengal,Birbhum
SAILANA COLLEGE OF NURSING SAILANA,College,Madhya Pradesh,Ratlam
SAILASHREE SCHOOL AND COLLEGE OF NURSING,College,Odisha,Balasore
SAI LAW COLLEGE,College,Uttar Pradesh,Bara Banki
"SAILDEVI MAHILA MAHAVIDYALAYA, ADARSH NAGAR, MEJA,",College,Uttar Pradesh,Prayagraj
"SAI MAHAVIDYALAYA, CHATTARPUR, AHIRAULI, AZAMGARH",College,Uttar Pradesh,Azamgarh
SAI MAHAVIDYALAY TUMSAR,College,Maharashtra,Bhandara
SAI MAHILA MAHAVIDYALAY HOLAGARH SORAON PRAYAGRAJ,College,Uttar Pradesh,Prayagraj
"Sai Master Minds Degree College, Anantapur",College,Andhra Pradesh,Ananthapuramu
"SAI MEDICA GROUP, KENDRAPARA",College,Odisha,Kendrapara
SAI MEDICAL COLLEGE OF NURSING AND PARAMEDICAL STUDIES,College,Odisha,Keonjhar
"SAI MEER COLLEGE OF PHARMACY, FARRUKHABAD ROAD CHHIBRAMAU, KANNAUJ",College,Uttar Pradesh,Kannauj
"SAI MEER LAW COLLEGE, CHIBRAMAU",College,Uttar Pradesh,Kannauj
SAI MOHAN COLLEGE OF EDUCATION,College,Haryana,Faridabad
"SAINA INTERNATIOAL COLLEGE, KATNI",College,Madhya Pradesh,Katni
"SAI NATH COLLEGE OF NURSING, KATNI",College,Madhya Pradesh,Katni
SAINATH COLLEGE OF PHARMACY,College,Uttar Pradesh,Sonbhadra
"Sainath Education Trust's Rajiv Gandhi College of Arts, Commerce and Science, Plot No. 16 / 17, Sector 10/A, Juhu Nagar, Vashi, Navi Mumbai - 400 703",College,Maharashtra,Thane
SAINATH INSTITUTE OF EDUCATION,College,Madhya Pradesh,Singrauli
SAINATH INSTITUTE OF PARAMEDICAL AND NURSING SCIENCES HINDUWARI SONEBHADRA,College,Uttar Pradesh,Sonbhadra
SAINATH INSTITUTION KATNI,College,Madhya Pradesh,Katni
"SAINATH SCHOOL OF NURSING, VAIDHAN",College,Madhya Pradesh,Singrauli
sainger college of art and education,College,Rajasthan,Dholpur
"Saini Adarsh PG Mahavidyayalay, Bandikui",College,Rajasthan,Dausa
"Saini Bar College, Bulhowal",College,Punjab,Hoshiarpur
"Saini College (Co.-Edu.),Rohtak. (SFS)",College,Haryana,Rohtak
SAINI INSTITUTE OF GIRLS EDUCATION,College,Haryana,Rohtak
SAINIK ANJANI KIRAN MAHAVIDYALYA GOTHAIN NAGRA BALLIA,College,Uttar Pradesh,Ballia
"Sainik College, Ladnun",College,Rajasthan,Nagaur
SAINIK COLLEGE OF NURSING,College,Uttar Pradesh,Mau
SAINIK COLLEGE OF PHARMACY,College,Uttar Pradesh,Mau
SAINIK DEFENCE COLLEGE,College,Rajasthan,Jaipur
SAINIK DEGREE COLLEGE,College,Madhya Pradesh,Morena
"Sainik Girija Shankar Mahavidyalaya, Kerakat, Jaunpur",College,Uttar Pradesh,Jaunpur
SAINIK INSTITUTE OF IT AND MANAGEMENT,College,Punjab,Faridkot
Sainik Institute of Management and Technology,College,Punjab,S.A.S Nagar
Sainik Institute of Management and Technology,College,Punjab,Rupnagar
Sainik Institute  of Management And Technology,College,Punjab,Sri Muktsar Sahib
Sainik Institute Of Management and Technology,College,Punjab,Bathinda
Sainik Institute of Management and Technology Hoshiarpur,College,Punjab,Hoshiarpur
Sainik Institute of Management and Technology Jalandhar,College,Punjab,Jalandhar
SAINIK INSTITUTE OF MGT AND TECHNOLOGY,College,Punjab,Amritsar
SAINIK KALKA SINGH BAIJNATH NAGAR,College,Uttar Pradesh,Farrukhabad
"SAINIK LAW COLLEGE,KAITHWAL,JAGATPUR",College,Uttar Pradesh,Prayagraj
"SAINIK MAHAVIDYALAYA, MAI, DEVKALI, HANUMANGANJ,",College,Uttar Pradesh,Prayagraj
SAINIK PHARMACY COLLEGE,College,Uttar Pradesh,Prayagraj
Saini Mahavidhyalaya Jaitaran,College,Rajasthan,Pali
S A INSTITUE OF NURSING,College,Bihar,Nalanda
SAINT ANTONYS COLLEGE OF NURSING,College,Karnataka,Bengaluru Urban
SAINT BILAL CONVENT SCHOOL,College,Uttar Pradesh,Sitapur
"Saint Claret College, Ziro",College,Arunachal Pradesh,Lower Subansiri
"SAINT FLORENCE COLLEGE OF NURSING, JAIPUR",College,Rajasthan,Jaipur
"Saint Gadage Maharaj Mahavidyalaya, Loha",College,Maharashtra,Nanded
SAINT GIRDHAR COLLEGE VIDISHA,College,Madhya Pradesh,Vidisha
"Saintgits College of Applied Sciences, Kottukulam Hills, Pathamuttam P.O., Kottayam-686 532",College,Kerala,Kottayam
"Saintgits College of Engineering, Kottukulam Hills, Pathamuttam P.O., Kottayam 686532",College,Kerala,Kottayam
SAINTHIA NURSING INSTITUTE,College,West Bengal,Birbhum
SAINT JAI GIRLS COLLEGE DOONGRI KALAN,College,Rajasthan,Jaipur
Saint Joseph College,College,Rajasthan,Tonk
"Saint Kabir College of Education, Kauli, Patiala",College,Punjab,Patiala
SAINT MARYS COLLEGE OF NURSING,College,Karnataka,Mysuru
"SAINT MEERA COLLEGE, SHEOGANJ",College,Rajasthan,Sirohi
"SAINT MEERA MAHILA TEACHERS TRAINING COLLEGE, SUKHADIA NAGAR, NATHDWARA",College,Rajasthan,Rajsamand
SAINT MEERA UNNATI COLLEGE  NATHDWARA,College,Rajasthan,Rajsamand
"Saint Paul College, Naner",College,Rajasthan,Tonk
SAINT PAUL CONVENT COLLEGE,College,Rajasthan,Tonk
"Saint Sahara Ayurvedic Medical College & Hospital, Kot Shameer, Bathinda",College,Punjab,Bathinda
Saint Sahara College of Education,College,Punjab,Sri Muktsar Sahib
"SAINT SOLDIER COLLEGE FOR GIRLS, JAIPUR",College,Rajasthan,Jaipur
SAINT SOLDIER COLLEGE OF PHARMACY TONK,College,Rajasthan,Tonk
SAINT SOLDIER COLLGE SOHELA,College,Rajasthan,Tonk
"Saint Soldier Law College, Behind R.E.C.(N.I.T.),  Jalandhar.",College,Punjab,Jalandhar
Saint Soldier Mahila Mahavidyalaya,College,Rajasthan,Tonk
Saint Soldier Mahila T.T. College,College,Rajasthan,Tonk
SAINT THOMAS PRASHASKIYA MAHAVIDYALA,College,Maharashtra,Amravati
SAI NURSING COLLEGE,College,Odisha,Balasore
SAI PARAMEDICAL COLLEGE BARWANI,College,Madhya Pradesh,Barwani
Sai Parameswara Degree College,College,Andhra Pradesh,Y.S.R. Kadapa
"Sai Pradeep College of Education, Bestavaripeta, Prakasam District",College,Andhra Pradesh,Prakasam
Saiprasad Mahavidyalaya Bhamragad,College,Maharashtra,Gadchiroli
SAI PRATISHTHANS MARATHWADA COLLEGE OF INFORMATION TECHNOLOGY BEED,College,Maharashtra,Beed
Sai Rajeswari Institute of Technology,College,Andhra Pradesh,Y.S.R. Kadapa
SAIRAM ARTS AND COMMERCE COLLEGE,College,Gujarat,Bhavnagar
"Sai Ram College, Biloli",College,Maharashtra,Nanded
Sai Ram College of Education,College,Tamil Nadu,Nagapattinam
"Sai Ram College of Education, Srain Patti Samana",College,Punjab,Patiala
Sairam Degree College,College,Andhra Pradesh,Kurnool
"SAIRAM DEGREE COLLEGE, MOTKUR",College,Telangana,Nalgonda
"Sai Ram Degree College, Mudinepalli, Krishna District",College,Andhra Pradesh,Krishna
"SAI RAM DEGREE COLLEGE, MUKKU BACHI MALLAIAH HOUSING COMPLEX, MARKET ROAD, JAMMIKUNTA",College,Telangana,Karimnagar
"Sai Ram Degree College, Near Bus Stand, Thorrur 506 163",College,Telangana,Warangal
SAIRAM INSTITUTE OF COMPUTER TECHNOLOGY,College,Madhya Pradesh,Shahdol
"Sairam Vidyanikethan College of Education, Penukonda",College,Andhra Pradesh,Ananthapuramu
SAIRUDRA COLLEGE OF NURSING,College,Odisha,Kendrapara
SAI SABURI NURSING AND HEALTH SCIENCE COLLEGE,College,Odisha,Khordha
SAI SADAN EDUCATION SCHOOL BENDRI,College,Chhattisgarh,Raipur
SAI SADHANA COLLEGE OF BASIC SCIENCE,College,Odisha,Mayurbhanj
SAI SAKTHI COLLEGE OF NURSING,College,Tamil Nadu,Dindigul
Sai Samath Degree College,College,Telangana,Adilabad
SAI SAMHITA COLLEGE OF ALLIED HEALTH SCIENCES,College,Karnataka,Bengaluru Rural
SAI SAMHITA COLLEGE OF NURSING,College,Karnataka,Bengaluru Rural
SAI SAMHITA COLLEGE OF PHYSIOTHERAPY,College,Karnataka,Bengaluru Rural
SAI SANSKAR COMPUTER ACADEMY -8531,College,Madhya Pradesh,Raisen
SAI SARANYA DEGREE COLLEGE,College,Andhra Pradesh,Vizianagaram
SAI SARASWATI INSTITUTE FOR TEACHER EDUCATION SHANGTI SUMMERHILL SHIMLA,College,Himachal Pradesh,Shimla
SAI SAVITRI MEMORIAL MAHAVIDYALAYA,College,Uttar Pradesh,Ayodhya
"Sai Seva Shikshan Prasarak Mandal Bhiwandis Shri Indrapal Baburav Chaughule Law College At Rahnal, Anjurphata, Tal Bhiwandi, Dist Thane",College,Maharashtra,Thane
Sai Seva Shikshan Prasarak Mandals Shri Pandit Baburao Chaughule College of Pharmacy,College,Maharashtra,Thane
"SAISHANKAR B ED COLLEGE, PONNAMPETE",College,Karnataka,Kodagu
"SAI SHANKAR DEGREE COLLEGE, PONNAMPETE",College,Karnataka,Kodagu
"Sai Shiv Education Trusts, Arun Muchhala International College of Hotel Management,  Sai Baba Vihar Complex, Ghodbunder Road, Thane (West) - 400 601",College,Maharashtra,Thane
"Sai Shraddha Foundation,Saeesh College of Computer Science & Technology of B.Sc.(Hospitality Studies) Gr. Floor Madhukunj Next to Govt. Library Opp. Alibag ST Stand Alibag Dist  Raigad",College,Maharashtra,Raigad
sai shraddha institute of computer education,College,Madhya Pradesh,Sehore
"Sai Shree Degree College, Armoor(5075)",College,Telangana,Nizamabad
Sai Shyam College of Education,College,Jammu and Kashmir,Jammu
"Sai Siddartha College of Education, Tadipatri",College,Andhra Pradesh,Ananthapuramu
SAI SIDD COLLEGE OF NURSING,College,Karnataka,Mysuru
SAI SIDD COLLEGE OF PHYSIOTHERAPY,College,Karnataka,Mysuru
"Sai Siddhartha Degree College, Bheemgal, Nizamabad (5072)",College,Telangana,Nizamabad
"Sai Siddhartha Degree College, Govindpally (V), Dharpally, Nizamabad (5061)",College,Telangana,Nizamabad
"SAI SIDDHI COLLEGE OF NURSING, PAREGAON, YEOLA",College,Maharashtra,Nashik
SAI SIDD INSTITUTE OF ALLIED HEALTH SCIENCES,College,Karnataka,Mysuru
SAI SMRUTI COLLEGE,College,Odisha,Kandhamal
"Sai Special B.Ed.(H.I.) College, Gijavane, Tal. Gadhinglaj Dist. Kolhapur",College,Maharashtra,Kolhapur
Sai Spurthi Institute of Technology,College,Telangana,Khammam
Sai Sree Degree College,College,Andhra Pradesh,Kurnool
"SAI SREE MAHILA DEGREE COLLEGE, DHONE",College,Andhra Pradesh,Kurnool
SAI SRI COLLEGE OF PHYSIOTHERAPY,College,Andhra Pradesh,Eluru
Sai Sudhir Degree & PG College,College,Telangana,Hyderabad
Sai Sudhir P.G. College,College,Telangana,Hyderabad
sai teja degree college,College,Telangana,Kumuram Bheem Asifabad
Sai Teja Degree College,College,Telangana,Ranga Reddy
Saithanibi College of Education,College,Tamil Nadu,Viluppuram
SAI TIRUMALA NALABOTHU VENKATA RAO ENGINEERING COLLEGE,College,Andhra Pradesh,Guntur
SAIVA BHANU KSHATRIYA COLLEGE,College,Tamil Nadu,Virudhunagar
Sai valley World Institute of Management and Technology,College,Odisha,Sundargarh
SAI VIDHI MAHAVIDYALAYA,College,Uttar Pradesh,Mahoba
SAI VIDYA FIRST GRADE COLLEGE,College,Karnataka,Bengaluru Urban
"Sai Vidya Institute of Technology, BANGALORE",College,Karnataka,Bengaluru Urban
SAI VIDYA NIDHI NATIONAL DEGREE COLLEGE,College,Karnataka,Chikkaballapura
"Sai Vijaya First Grade College, Kollur Road Srinivasapur",College,Karnataka,Kolar
SAI VINEETH DEGREE COLLEGE,College,Andhra Pradesh,Srikakulam
"S.A. Jain College, Ambala City",College,Haryana,Ambala
Sajjalashree Institute of Nursing Science,College,Karnataka,Bagalkote
