Name,Category,State,City,Rating
Gowri Parvathi Bhavan,Restaurant,Tamil Nadu,Madurai,4.1
Gowri Sankar Hotel,Restaurant,Tamil Nadu,Chennai,3.7
Goyal Cakes & Bakes,Restaurant,Uttar Pradesh,Agra,4.5
Goyal Juice & Ice Cream Parlor,Restaurant,Chandigarh,Chandigarh,3.6
Goyal Restaurant,Restaurant,Uttar Pradesh,Firozabad,3.9
Goyal's Kitchen,Restaurant,Gujarat,Surat,3.9
GPS 99 Restaurant,Restaurant,Maharashtra,Nashik,3.8
Gr8 Pizza,Restaurant,Gujarat,Ahmedabad,3.6
Grab & Go By Grain,Restaurant,Punjab,Amritsar,4
Grab Feast,Restaurant,West Bengal,Kolkata,3.6
Grabb A Pizza,Restaurant,Delhi,NCR,4
Grabitaria,Restaurant,Punjab,Amritsar,3.9
Grabz,Restaurant,Telangana,Hyderabad,4.1
Grace Chinese & Roll,Restaurant,Maharashtra,Nagpur,3.8
Grace Ice Cream,Restaurant,Karnataka,Mangalore,4.2
Graduate Kanji Bade,Restaurant,Rajasthan,Bikaner,4
Graduate Pizza Wala,Restaurant,Jharkhand,Jamshedpur,3.2
Graduate Vadapav,Restaurant,Gujarat,Vadodara,3.9
Graduate Vadapav,Restaurant,Gujarat,Surat,4
Graduate Vadapav,Restaurant,Maharashtra,Nashik,4.1
Graduate's Arabian Mandi,Restaurant,Telangana,Hyderabad,4.1
Grain By Elgin,Restaurant,Punjab,Amritsar,4.1
Grains,Restaurant,Odisha,Bhubaneswar,4
Grains - Veg Kitchen By Udaan,Restaurant,West Bengal,Siliguri,3.2
Grains The Restaurant-VIP's Club,Restaurant,Chhattisgarh,Raipur,4.2
Gramathu Virunthu,Restaurant,Tamil Nadu,Salem,4.1
Grameen Kulfi,Restaurant,Tamil Nadu,Trichy,3.8
Grameen Kulfi,Restaurant,Kerala,Thrissur,4.2
Grameen Kulfi,Restaurant,Punjab,Amritsar,4.3
Grameen Kulfi,Restaurant,Tamil Nadu,Madurai,4.3
Grameen Kulfi,Restaurant,Maharashtra,Kolhapur,4.3
Grameen Kulfi,Restaurant,Telangana,Warangal,4.3
Grameen Kulfi,Restaurant,Bihar,Patna,4.3
Grameen Kulfi,Restaurant,Tamil Nadu,Chennai,4.3
Grameen Kulfi,Restaurant,Maharashtra,Nagpur,4.3
Grameen Kulfi,Restaurant,Andhra Pradesh,Nellore,4.3
Grameen Kulfi,Restaurant,Uttarakhand,Dehradun,4.3
Grameen Kulfi,Restaurant,Uttar Pradesh,Aligarh,4.4
Grameen Kulfi,Restaurant,Gujarat,Ahmedabad,4.4
Grameen Kulfi,Restaurant,Uttar Pradesh,Moradabad,4.4
Grameen Kulfi,Restaurant,Punjab,Patiala,4.4
Grameen Kulfi,Restaurant,Odisha,Cuttack,4.4
Grameen Kulfi,Restaurant,Karnataka,Belgaum,4.4
Grameen Kulfi,Restaurant,Goa,Goa,4.5
Grameen Kulfi,Restaurant,Tamil Nadu,Salem,4.5
Grameen Kulfi,Restaurant,Jharkhand,Ranchi,4.5
Grameen Kulfi,Restaurant,Uttar Pradesh,Agra,4.5
Grameen Kulfi,Restaurant,Jharkhand,Jamshedpur,4.5
Grameen Kulfi,Restaurant,Uttar Pradesh,Lucknow,4.5
Grameen Kulfi,Restaurant,Maharashtra,Sangli,4.5
Grameen Kulfi,Restaurant,Madhya Pradesh,Indore,4.5
Grameen Kulfi,Restaurant,Punjab,Ludhiana,4.5
Grameen Kulfi,Restaurant,Maharashtra,Pune,4.5
Grameen Kulfi,Restaurant,Uttar Pradesh,Lucknow,4.5
Grameen Kulfi,Restaurant,West Bengal,Kolkata,4.5
Grameen Kulfi,Restaurant,Telangana,Hyderabad,4.5
Grameen Kulfi,Restaurant,Rajasthan,Jaipur,4.5
Grameen Kulfi,Restaurant,Maharashtra,Mumbai,4.5
Grameen Kulfi,Restaurant,Punjab,Jalandhar,4.5
Grameen Kulfi,Restaurant,Gujarat,Surat,4.5
Grameen Kulfi,Restaurant,Chhattisgarh,Raipur,4.5
Grameen Kulfi,Restaurant,Rajasthan,Udaipur,4.5
Grameen Kulfi,Restaurant,Tamil Nadu,Coimbatore,4.5
Grameen Kulfi,Restaurant,Maharashtra,Nagpur,4.5
Grameen Kulfi,Restaurant,Delhi,NCR,4.5
Grameen Kulfi,Restaurant,Delhi,Delhi NCR,4.5
Grameen Kulfi,Restaurant,Uttar Pradesh,Bareilly,4.5
Grameen Kulfi,Restaurant,Rajasthan,Ajmer,4.5
Grameen Kulfi,Restaurant,West Bengal,Siliguri,4.6
Grameen Kulfi,Restaurant,Gujarat,Rajkot,4.6
Grameen Kulfi,Restaurant,Odisha,Bhubaneswar,4.6
Grameen Kulfi,Restaurant,Madhya Pradesh,Bhopal,4.6
Grameen Kulfi,Restaurant,Kerala,Trivandrum,4.6
Grameen Kulfi,Restaurant,Uttar Pradesh,Gorakhpur,4.6
Grameen Kulfi,Restaurant,Uttar Pradesh,Meerut,4.6
Grameen Kulfi,Restaurant,Bihar,Patna,4.6
Grameen Kulfi,Restaurant,Uttar Pradesh,Allahabad,4.6
Grameen Kulfi,Restaurant,Chandigarh,Chandigarh,4.6
Grameen Kulfi,Restaurant,Uttar Pradesh,Varanasi,4.6
Grameen Kulfi,Restaurant,Karnataka,Bangalore,4.6
Grameen Kulfi,Restaurant,Rajasthan,Bikaner,4.6
Grameen Kulfi,Restaurant,Assam,Guwahati,4.6
Grameen Kulfi,Restaurant,Gujarat,Vadodara,4.6
Grameen Kulfi,Restaurant,Rajasthan,Kota,4.6
Grameen Kulfi,Restaurant,Uttar Pradesh,Jhansi,4.6
Grameen Kulfi,Restaurant,Andhra Pradesh,Vijayawada,4.6
Grameen Kulfi,Restaurant,Rajasthan,Jodhpur,4.6
Grameen Kulfi,Restaurant,Karnataka,Manipal,4.7
Grameen Kulfi,Restaurant,Tamil Nadu,Vellore,4.7
Grameen Kulfi,Restaurant,Jharkhand,Dhanbad,4.7
Grameen Kulfi,Restaurant,Karnataka,Mangalore,4.7
Grampus Bakers,Restaurant,Telangana,Warangal,3.7
Grand Bakery,Restaurant,Delhi,NCR,3.3
Grand Bawarchi,Restaurant,Telangana,Hyderabad,3.7
Grand Bawarchi Restaurant,Restaurant,Telangana,Hyderabad,4.3
Grand Chef Restaurant,Restaurant,Kerala,Trivandrum,3.7
Grand Convention & Restaurant,Restaurant,Odisha,Cuttack,4.2
Grand Kitchen,Restaurant,Karnataka,Mysore,3.5
Grand Madhuvan Nx Veg Restaurant,Restaurant,Karnataka,Mangalore,3.9
Grand Madras Cafe,Restaurant,Delhi,NCR,4.1
Grand Modern Food Court,Restaurant,Andhra Pradesh,Vijayawada,3.7
Grand Mom Kitchen,Restaurant,Punjab,Ludhiana,4.4
Grand Nagarjuna,Restaurant,Andhra Pradesh,Guntur,3.6
Grand New Cake Villa,Restaurant,Puducherry,Puducherry,3.9
Grand Oriental,Restaurant,Punjab,Ludhiana,4.2
Grand Paradise,Restaurant,Odisha,Cuttack,3.7
Grand Point,Restaurant,Maharashtra,Nagpur,4.3
Grand Restaurant,Restaurant,Telangana,Hyderabad,3.3
Grand Shivay Restaurant,Restaurant,Rajasthan,Jodhpur,3.6
Grande Hot Bakery,Restaurant,Puducherry,Puducherry,4.5
Grandmama's Cafe,Restaurant,Maharashtra,Pune,4
Grandmama's Cafe,Restaurant,Maharashtra,Mumbai,4.1
Grandma's Kitchen,Restaurant,Madhya Pradesh,Jabalpur,4.1
Grandma's Kitchen,Restaurant,Punjab,Amritsar,4.5
Grandmother Kitchen,Restaurant,Uttar Pradesh,Allahabad,3.4
Grandson Of Tunday Kababi,Restaurant,Uttar Pradesh,Lucknow,4
Grandson Of Tunday Kababi,Restaurant,Uttar Pradesh,Lucknow,4.1
Grandstand Express,Restaurant,Jammu and Kashmir,Jammu,3.9
Granny Momos,Restaurant,Uttarakhand,Haridwar,4
Granny's Pitha (Taste Of Odia),Restaurant,Odisha,Cuttack,3.9
Granny's Thaliwala,Restaurant,Madhya Pradesh,Indore,4
Granville Greens,Restaurant,Maharashtra,Mumbai,4.2
Grappes Restro,Restaurant,Maharashtra,Jalgaon,3.7
Gravy Groovy,Restaurant,Uttar Pradesh,Lucknow,4.1
Gravy Nation,Restaurant,Chhattisgarh,Raipur,4
Great Britain Waffle,Restaurant,Gujarat,Ahmedabad,4.3
Great Indian Khichdi by EatFit,Restaurant,Telangana,Hyderabad,3.8
Great Indian Khichdi by EatFit,Restaurant,Gujarat,Ahmedabad,3.9
Great Indian Khichdi by EatFit,Restaurant,Karnataka,Mysore,3.9
Great Indian Khichdi by EatFit,Restaurant,Maharashtra,Mumbai,3.9
Great Indian Khichdi by EatFit,Restaurant,Tamil Nadu,Coimbatore,4
Great Indian Khichdi by EatFit,Restaurant,Karnataka,Bangalore,4.1
Great Indian Khichdi by EatFit,Restaurant,Maharashtra,Pune,4.2
Great Indian Khichdi by EatFit,Restaurant,Rajasthan,Jaipur,4.3
Great Indian Khichdi by EatFit,Restaurant,Tamil Nadu,Chennai,4.3
Great Indian Khichdi by EatFit,Restaurant,Chandigarh,Chandigarh,4.3
Great Indian Khichdi by EatFit,Restaurant,Delhi,NCR,4.3
Great Indian Khichdi by EatFit,Restaurant,Delhi,Delhi NCR,4.4
Great Indian Meals,Restaurant,Maharashtra,Mumbai,3.6
Great Poona Cold Drink House,Restaurant,Maharashtra,Pune,4.3
Greek Food & Beyond,Restaurant,Madhya Pradesh,Bhopal,3.9
Green Apple Restaurant,Restaurant,Karnataka,Belgaum,2.9
Green Bawarchi Take Away,Restaurant,Telangana,Warangal,3.5
Green Burst,Restaurant,Jharkhand,Jamshedpur,4.2
Green Cane Juices,Restaurant,Tamil Nadu,Salem,4
Green Chilli Pizza Veg Restaurant,Restaurant,Uttar Pradesh,Allahabad,3.2
Green Chillis,Restaurant,Delhi,NCR,4
Green Chilly,Restaurant,Madhya Pradesh,Indore,3.9
Green Chillyz,Restaurant,Odisha,Bhubaneswar,4.1
Green Chillyz,Restaurant,Odisha,Cuttack,4.1
Green Corner Dhaba,Restaurant,Punjab,Patiala,4
Green Cravings,Restaurant,Maharashtra,Mumbai,3.6
Green Cravings,Restaurant,Karnataka,Bangalore,3.7
Green Curry Restaurant,Restaurant,Uttar Pradesh,Allahabad,3.7
Green Dot Pizza,Restaurant,Maharashtra,Mumbai,3.4
Green Food,Restaurant,Maharashtra,Pune,4.3
Green Food Court,Restaurant,Karnataka,Mysore,4.1
Green Gates,Restaurant,Karnataka,Belgaum,4.1
Green Grotto Bistro,Restaurant,Rajasthan,Udaipur,4
Green Heritage,Restaurant,West Bengal,Siliguri,4.2
Green Heritage,Restaurant,Karnataka,Mysore,4.2
Green Hut Cafe,Restaurant,Rajasthan,Bikaner,3.9
Green Jalapeno Pizza,Restaurant,Gujarat,Surat,2.9
Green Kitchen,Restaurant,Uttar Pradesh,Lucknow,3.7
Green Kitchen,Restaurant,Uttar Pradesh,Allahabad,3.7
Green Leaf,Restaurant,Jharkhand,Dhanbad,3.4
Green Leaf,Restaurant,Karnataka,Mysore,4.1
Green Leaf Cafe,Restaurant,Uttarakhand,Haridwar,4.2
Green Mango Juice Shop,Restaurant,Tamil Nadu,Chennai,4.3
Green Mantis,Restaurant,Delhi,NCR,4.4
Green Mess,Restaurant,Rajasthan,Jodhpur,4.3
Green Olives Pure Veg,Restaurant,Maharashtra,Nashik,4.1
Green Onion,Restaurant,Karnataka,Bangalore,4.3
Green Onion Express,Restaurant,Karnataka,Mangalore,4.1
Green Onion Express,Restaurant,Karnataka,Mangalore,4.1
Green Park,Restaurant,Telangana,Hyderabad,4.2
Green Park,Restaurant,Maharashtra,Pune,4.4
Green Park Restaurant,Restaurant,Odisha,Cuttack,3.4
Green Park Sapan,Restaurant,Jharkhand,Ranchi,4.2
Green Pepper,Restaurant,Tamil Nadu,Chennai,3.6
Green Pepper,Restaurant,Karnataka,Bangalore,4.1
Green Pulka,Restaurant,Andhra Pradesh,Vijayawada,3.9
Green Salad Company,Restaurant,Maharashtra,Pune,4.3
Green Signal,Restaurant,Maharashtra,Pune,4.2
Green Taj Restaurant,Restaurant,Maharashtra,Sangli,3.2
Green Treat Vegetarian Food Court,Restaurant,Telangana,Hyderabad,3.9
Green Vaishno Dhaba,Restaurant,Punjab,Jalandhar,3.7
Green Way Restaurant & Rooms,Restaurant,Rajasthan,Jodhpur,3.5
Green Wheel Pizza,Restaurant,Odisha,Bhubaneswar,4.2
Greenees,Restaurant,Gujarat,Surat,3.4
Greenees,Restaurant,Gujarat,Surat,3.7
Greenees,Restaurant,Gujarat,Surat,4
Greenees Fast Food,Restaurant,Gujarat,Surat,3.6
Greenfield's Krishna,Restaurant,Maharashtra,Nashik,3.9
Greenfield's Krishna,Restaurant,Maharashtra,Nashik,4.1
Greenit - Healthy & Vegan,Restaurant,Delhi,NCR,4.1
Greens & Beans,Restaurant,Uttar Pradesh,Agra,4
Green's Restaurant & Hotel,Restaurant,Punjab,Patiala,3.3
Green's Restobar,Restaurant,Punjab,Patiala,3.5
Greenstones,Restaurant,Maharashtra,Nashik,4
Greenyard Family Diner,Restaurant,Maharashtra,Nashik,3.6
Grenee,Restaurant,Gujarat,Surat,4.1
Grenee,Restaurant,Gujarat,Surat,4.1
Grewal Dhaba,Restaurant,West Bengal,Kolkata,4.1
Grey House Inn,Restaurant,Assam,Guwahati,3.8
Grey's Coffee Bistro Lounge,Restaurant,Madhya Pradesh,Bhopal,4
Griddle's,Restaurant,West Bengal,Kolkata,4.2
Grill & Chill,Restaurant,Maharashtra,Mumbai,4
Grill & Grillers,Restaurant,Rajasthan,Jaipur,4.1
Grill 35,Restaurant,Madhya Pradesh,Bhopal,3.7
Grill 7,Restaurant,Chandigarh,Chandigarh,4.1
Grill 9,Restaurant,Telangana,Hyderabad,3.8
Grill A Delics,Restaurant,Tamil Nadu,Chennai,4
Grill Bar,Restaurant,Gujarat,Surat,4.2
Grill Bar Restaurant,Restaurant,Gujarat,Bhavnagar,3.6
Grill Bill,Restaurant,Odisha,Cuttack,3.8
Grill Bill Buxi Bazar,Restaurant,Odisha,Cuttack,3.8
Grill Bill Restaurant,Restaurant,Odisha,Cuttack,3.7
Grill Chicken,Restaurant,Tamil Nadu,Trichy,4.1
Grill Chicken Point,Restaurant,Punjab,Amritsar,3.2
Grill Chinese,Restaurant,Andhra Pradesh,Vijayawada,3.1
Grill Fry,Restaurant,Tamil Nadu,Salem,3.1
Grill House,Restaurant,Tamil Nadu,Chennai,3.8
Grill Inn,Restaurant,Jharkhand,Jamshedpur,3.6
Grill Inn,Restaurant,Uttar Pradesh,Meerut,3.6
Grill Inn,Restaurant,Bihar,Patna,3.6
Grill Inn,Restaurant,Jharkhand,Dhanbad,3.7
Grill Inn,Restaurant,Maharashtra,Nagpur,3.9
Grill Inn,Restaurant,Uttar Pradesh,Varanasi,3.9
Grill Inn,Restaurant,Bihar,Patna,4.1
Grill Inn,Restaurant,Chhattisgarh,Raipur,4.1
Grill Inn,Restaurant,Bihar,Darbhanga,4.1
Grill Inn,Restaurant,Maharashtra,Nagpur,4.1
Grill Inn,Restaurant,Jharkhand,Ranchi,4.1
Grill Inn Broccoli Restaurant,Restaurant,Uttar Pradesh,Meerut,4
Grill Island,Restaurant,Kerala,Trivandrum,4
Grill Junction,Restaurant,Rajasthan,Bikaner,3.4
Grill king,Restaurant,Uttar Pradesh,Moradabad,3.7
Grill Kitchen,Restaurant,Assam,Guwahati,3.5
Grill Master,Restaurant,Gujarat,Bhavnagar,3.3
Grill Masters,Restaurant,Rajasthan,Bikaner,3.9
Grill Masters,Restaurant,Uttar Pradesh,Saharanpur,4
Grill Masters,Restaurant,Uttar Pradesh,Meerut,4.2
Grill N Chill,Restaurant,Andhra Pradesh,Guntur,3.4
Grill N Fire,Restaurant,Punjab,Jalandhar,4.1
Grill N Wrap,Restaurant,Telangana,Hyderabad,4.2
Grill Nights,Restaurant,Tamil Nadu,Madurai,3.4
Grill Se,Restaurant,Uttarakhand,Dehradun,3.6
Grill Spot,Restaurant,Tamil Nadu,Madurai,3.4
Grill Station,Restaurant,Telangana,Hyderabad,3.9
Grill The Sandwich World,Restaurant,Maharashtra,Nagpur,3.6
Grill-A-Delics,Restaurant,Tamil Nadu,Chennai,3.8
Grilled Chilli,Restaurant,Uttar Pradesh,Gorakhpur,4.3
Grilled Souls,Restaurant,Tamil Nadu,Vellore,3.8
Grillin' It,Restaurant,Goa,Goa,3.5
Grillista Food Chain,Restaurant,Uttar Pradesh,Kanpur,3.9
Grillix,Restaurant,Maharashtra,Nagpur,4.2
Grillland,Restaurant,Tamil Nadu,Salem,3
Grillland,Restaurant,Puducherry,Puducherry,3.4
Grills & Wok,Restaurant,Maharashtra,Mumbai,3.9
Grills And Rice,Restaurant,Maharashtra,Mumbai,3.9
Grills Corner,Restaurant,Telangana,Hyderabad,3.8
Grill's YUM YUM,Restaurant,Uttar Pradesh,Moradabad,3.7
Grill's Yum Yum ( MDA ),Restaurant,Uttar Pradesh,Moradabad,4
Grillys,Restaurant,Bihar,Patna,3.5
Grillz,Restaurant,Goa,Goa,3.8
Grillzz N Chillzz,Restaurant,Uttar Pradesh,Kanpur,3.3
Groovy,Restaurant,Gujarat,Rajkot,4.3
Groovy Meal,Restaurant,Gujarat,Rajkot,4.2
Ground Up Cafe,Restaurant,Maharashtra,Amravati,3.3
Grover Bakers,Restaurant,Punjab,Amritsar,4.1
Grover Mithaivala,Restaurant,Delhi,Delhi NCR,4.3
Grover Mithaivala,Restaurant,Delhi,NCR,4.3
Groverji Delhi Wale,Restaurant,Gujarat,Surat,3.5
Groverji Delhi Wale,Restaurant,Gujarat,Surat,3.7
Grover's Chinese,Restaurant,Gujarat,Surat,3.7
Grover's Tandoori Shala,Restaurant,Gujarat,Surat,3.5
Grozerbeez,Restaurant,Tamil Nadu,Coimbatore,3.7
GR's Bakery,Restaurant,Tamil Nadu,Chennai,4
GRT Cloud Kitchen,Restaurant,Tamil Nadu,Chennai,4.3
GRT Cloud Kitchens,Restaurant,Tamil Nadu,Tirunelveli,4.2
GSC Food Farm,Restaurant,Punjab,Amritsar,3.3
GSP Hyderabad Dum Biryani,Restaurant,Andhra Pradesh,Nellore,3.4
GSP Kitchen,Restaurant,Andhra Pradesh,Nellore,3.1
GT's Jaipuri Chatkara,Restaurant,Rajasthan,Jaipur,4.1
Guac 'N' Roll,Restaurant,Tamil Nadu,Chennai,3.5
Guava,Restaurant,Jharkhand,Jamshedpur,4
Gud Mishri,Restaurant,Rajasthan,Jaipur,4.1
Gud Mishri,Restaurant,Rajasthan,Jaipur,4.2
Guddan Ka Dhaba,Restaurant,Rajasthan,Ajmer,4
Guddi's Kitchen,Restaurant,Rajasthan,Jodhpur,3.1
Guddu Bhai Kachori Wala,Restaurant,Rajasthan,Udaipur,3.4
Guddu Biryani,Restaurant,West Bengal,Kolkata,4.1
Gudee Food And Drinks,Restaurant,Madhya Pradesh,Indore,3.7
Guest Hotel,Restaurant,Tamil Nadu,Chennai,4.3
Gufha Restaurant,Restaurant,Karnataka,Mysore,4.2
Gujarati Kitchen,Restaurant,Uttar Pradesh,Bareilly,4.2
Gujarati Thali Wala,Restaurant,Uttar Pradesh,Jhansi,2.9
Gujarati Vyanjan,Restaurant,Uttarakhand,Dehradun,4
Gujju Bhai Fast Food,Restaurant,Chhattisgarh,Raipur,4.1
Gujju Jugaad,Restaurant,Gujarat,Ahmedabad,3.7
Gujju The Live Nasta Hub,Restaurant,Gujarat,Ahmedabad,3.2
Gujral Vaishno Dhaba,Restaurant,Punjab,Ludhiana,3.8
Gujrat Nu Khaan Paan Swadistaan,Restaurant,Gujarat,Ahmedabad,4.1
Gujrat Sweet Mart And Jalpan Gruh,Restaurant,Maharashtra,Jalgaon,4.2
Gulab,Restaurant,Delhi,NCR,4
Gulab Ji Chai,Restaurant,Rajasthan,Jaipur,4.3
Gulab Sweets,Restaurant,Uttarakhand,Dehradun,4
Gulab Sweets & Restaurant,Restaurant,Uttarakhand,Dehradun,4.1
Gulabi Nagari,Restaurant,Rajasthan,Jaipur,4
GulalWadi,Restaurant,Gujarat,Ahmedabad,4.2
Gulati,Restaurant,Delhi,NCR,4.3
Gulati Bakers,Restaurant,Chandigarh,Chandigarh,3.9
Gulati Cakes and Bakers,Restaurant,Uttar Pradesh,Saharanpur,3.4
Gulati Fast Food,Restaurant,Punjab,Ludhiana,3.6
Gulati Juice Corner,Restaurant,Uttarakhand,Dehradun,4.5
Gulati Vaishnu Dhaba,Restaurant,Punjab,Ludhiana,4
Gulbarga Tahari And Biryani,Restaurant,Maharashtra,Pune,4.2
Gulbarga's Mama Puri And Special Snacks,Restaurant,Telangana,Hyderabad,4.4
Gulf Pizza,Restaurant,Uttar Pradesh,Bareilly,3.2
Gulf Shawarma House,Restaurant,Telangana,Warangal,3.5
Gulgula Hotel,Restaurant,Maharashtra,Nagpur,3.9
Guliyano Cafe,Restaurant,Delhi,NCR,4.2
Guljar Biryani And Caterers,Restaurant,Gujarat,Surat,3
Gullu Dadas Biryani,Restaurant,Telangana,Hyderabad,4.2
Gullu's,Restaurant,Delhi,NCR,4.2
Gulmohars Kitchen,Restaurant,Madhya Pradesh,Bhopal,3.6
Gulmohur Restaurant,Restaurant,Madhya Pradesh,Jabalpur,4.1
Gulmohur Sweets & Bakers,Restaurant,Madhya Pradesh,Jabalpur,4.3
Gulshah Hotel,Restaurant,Punjab,Jalandhar,3.3
Gulshan - E - Iran,Restaurant,Maharashtra,Mumbai,4.3
Gulshan Bakery & Cafe,Restaurant,Maharashtra,Nagpur,4
Gulshan Bhojanalaya,Restaurant,Madhya Pradesh,Bhopal,3.4
Gulshan E Karim,Restaurant,Uttar Pradesh,Moradabad,4
Gulshan Juice Corner,Restaurant,Delhi,NCR,4.4
Gulu Pizza King,Restaurant,Punjab,Jalandhar,4.4
Gulzar Restaurant,Restaurant,Madhya Pradesh,Indore,4.2
Gulzar Sweets,Restaurant,Telangana,Hyderabad,4.5
Gunchiiis,Restaurant,Maharashtra,Nagpur,3.7
Gunchiiis The Bakery Shop,Restaurant,Maharashtra,Nagpur,4.1
Gungun Cakes,Restaurant,Assam,Guwahati,3.8
Gunjan Dosa Corner,Restaurant,Uttar Pradesh,Allahabad,4.3
Gunjan Fast Food,Restaurant,West Bengal,Siliguri,4.4
Guntur Subhani Hotel,Restaurant,Andhra Pradesh,Vijayawada,3.7
Gup Chup Chat,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Gup Shup Cafe,Restaurant,Madhya Pradesh,Indore,3.6
Gup Shup Thikana,Restaurant,Rajasthan,Jaipur,4.4
Gup Sup,Restaurant,Uttar Pradesh,Varanasi,4.3
Gupchup & Momo Point,Restaurant,Odisha,Cuttack,3.5
Gupchup House,Restaurant,Chhattisgarh,Raipur,3.9
Guppy,Restaurant,Delhi,NCR,4.3
Gupshup Cafe,Restaurant,Uttarakhand,Dehradun,3
Gupshup Family Restaurant & Bar,Restaurant,Maharashtra,Nashik,3.3
Gupta Baker's,Restaurant,Chandigarh,Chandigarh,3.7
Gupta Bakery,Restaurant,Uttar Pradesh,Jhansi,3.7
Gupta Bakery & Sweet Shop,Restaurant,Uttar Pradesh,Agra,4.1
Gupta Bhojanalya,Restaurant,Uttar Pradesh,Kanpur,4
Gupta Bhojnalay,Restaurant,Uttar Pradesh,Gonda,3.4
Gupta Biryani House,Restaurant,West Bengal,Siliguri,2.9
Gupta Brothers,Restaurant,West Bengal,Kolkata,3.8
Gupta Brothers,Restaurant,West Bengal,Kolkata,4.3
Gupta Brothers,Restaurant,West Bengal,Kolkata,4.3
Gupta Brothers Sweets,Restaurant,West Bengal,Kolkata,4
Gupta Chaat & Fast Food B-1,Restaurant,Madhya Pradesh,Jabalpur,4.4
Gupta Chat Center,Restaurant,Maharashtra,Nagpur,4
Gupta Chat Centre,Restaurant,Maharashtra,Mumbai,4.1
Gupta Dhaba,Restaurant,West Bengal,Siliguri,3.7
Gupta Dolly Kulfi & Icecream,Restaurant,Maharashtra,Mumbai,4.3
Gupta Farsan Mart,Restaurant,Gujarat,Vadodara,4.5
Gupta Fast Food,Restaurant,Bihar,Patna,4
Gupta Foods,Restaurant,Delhi,NCR,3.7
Gupta G,Restaurant,Maharashtra,Nashik,3.6
Gupta Home Town Paratha Rasoi,Restaurant,Uttar Pradesh,Aligarh,3.6
Gupta Jee Ke Special Spicy Veg And Biryani,Restaurant,Uttar Pradesh,Lucknow,4
Gupta Ji Aloo Bonda,Restaurant,Uttar Pradesh,Jhansi,4.3
Gupta Ji Amritsari Naan,Restaurant,Uttar Pradesh,Kanpur,3.9
Gupta Ji Burger Center And Fast Food,Restaurant,Madhya Pradesh,Bhopal,4
Gupta Ji Chole Bhature,Restaurant,Delhi,Delhi NCR,4.3
Gupta Ji Ka Dhaba,Restaurant,Delhi,NCR,4
Gupta Ji Ka Shudh Sahakari Bhojnalaya,Restaurant,Madhya Pradesh,Bhopal,4
Gupta Ji Ke Chhole Bhature & Kulche,Restaurant,Uttar Pradesh,Kanpur,4
Gupta Ji Ki Rasoi,Restaurant,Uttar Pradesh,Kanpur,4.3
Gupta ji Restaurant,Restaurant,Uttarakhand,Haridwar,3.8
Gupta Ji Roti Wale (MDA),Restaurant,Uttar Pradesh,Moradabad,3.9
Gupta Ji Veg Biriyani and Fast Food,Restaurant,Uttar Pradesh,Agra,3.8
Gupta Mishthan Bhandar,Restaurant,Rajasthan,Ajmer,4
Gupta Misthan Bhandar,Restaurant,Uttar Pradesh,Kanpur,4.1
Gupta Mutton Corner,Restaurant,Uttar Pradesh,Kanpur,3.4
Gupta Restaurant,Restaurant,West Bengal,Siliguri,2.9
Gupta Restaurant,Restaurant,Delhi,NCR,4.2
Gupta Resturant,Restaurant,Uttar Pradesh,Gorakhpur,4.1
Gupta Rolls And Snacks,Restaurant,Jharkhand,Ranchi,4.2
Gupta Rolls And Snacks Online,Restaurant,Jharkhand,Ranchi,4
Gupta Shudh Bhojanalya,Restaurant,Uttar Pradesh,Kanpur,3.8
Gupta Snacks & Restaurant,Restaurant,West Bengal,Siliguri,4.2
Gupta Sweet House,Restaurant,Uttar Pradesh,Lucknow,3.4
Gupta Sweets,Restaurant,Uttar Pradesh,Gorakhpur,3.7
Gupta Sweets,Restaurant,Uttar Pradesh,Bareilly,4
Gupta Sweets,Restaurant,West Bengal,Kolkata,4.4
Gupta Sweets A Family Restaurant,Restaurant,Uttar Pradesh,Gorakhpur,3.8
Gupta Veg Chap Corner,Restaurant,Delhi,NCR,4.1
Gupta Veg Dhaba,Restaurant,Uttar Pradesh,Aligarh,3.4
Gupta Veg Food,Restaurant,Delhi,Delhi NCR,4
Gupta Veg Food,Restaurant,Delhi,NCR,4
Gupta Veg Kebab Prantha,Restaurant,Uttar Pradesh,Lucknow,4.1
Guptaji Ke Zayke,Restaurant,Madhya Pradesh,Jabalpur,4
Guptaji Pao Bhaji,Restaurant,Delhi,NCR,4
Guptaji Shakahari Bhojnalaya,Restaurant,Madhya Pradesh,Bhopal,3.8
Gupta's Bar & Kitchen,Restaurant,West Bengal,Siliguri,4.2
Gupta's Biryani,Restaurant,Uttar Pradesh,Allahabad,4
Gupta's Restaurant,Restaurant,Delhi,NCR,4
Gupta's Sweets & Chats,Restaurant,Odisha,Bhubaneswar,4
Gupte's Food Delight,Restaurant,Maharashtra,Nashik,3.6
Gurbax Dhaba,Restaurant,Chandigarh,Chandigarh,4.1
Gurdaspuria Dhaba,Restaurant,Punjab,Jalandhar,3.8
Gurdev Punjabi Restaurant,Restaurant,Delhi,NCR,4.1
Gurgaon Desert & Stone Ice Cream,Restaurant,Punjab,Amritsar,3.3
Guru Amardass Bakery,Restaurant,Punjab,Ludhiana,4.5
